,SP_m,SP_sd,SP_t,accuracy,drift_m,drift_sd,drift_t,ndt,participant,rt,threshold,trial,onset
505,-0.1,0.1,0.43327224137913933,1,2,1.2,2.4655995226707987,0.3,1,0.408,1.2,506,5060
506,-0.1,0.1,0.5136367716465278,0,2,1.2,0.1267500405762525,0.3,1,0.8029999999999999,1.2,507,5070
507,-0.1,0.1,0.480308808221502,1,2,1.2,1.8152258839077813,0.3,1,0.71,1.2,508,5080
508,-0.1,0.1,0.5207369668511388,1,2,1.2,1.8492116702697063,0.3,1,0.35200000000000004,1.2,509,5090
509,-0.1,0.1,0.47317231530802295,1,2,1.2,1.5387799189609794,0.3,1,0.5840000000000001,1.2,510,5100
510,-0.1,0.1,0.4923583246238116,1,2,1.2,1.4974925078179415,0.3,1,0.59,1.2,511,5110
511,-0.1,0.1,0.4207354747830503,1,2,1.2,1.4695475771839075,0.3,1,0.518,1.2,512,5120
512,-0.1,0.1,0.4880076599530414,1,2,1.2,1.9576524674026825,0.3,1,1.275,1.2,513,5130
513,-0.1,0.1,0.4505118660910229,1,2,1.2,1.9911790163483072,0.3,1,0.484,1.2,514,5140
514,-0.1,0.1,0.4869773522648185,1,2,1.2,3.3921211152031523,0.3,1,0.452,1.2,515,5150
515,-0.1,0.1,0.4382222152056533,1,2,1.2,1.6092261206083018,0.3,1,0.612,1.2,516,5160
516,-0.1,0.1,0.4376446428377063,1,2,1.2,2.262945567694376,0.3,1,0.431,1.2,517,5170
517,-0.1,0.1,0.4601203299258254,1,2,1.2,5.437370038395799,0.3,1,0.364,1.2,518,5180
518,-0.1,0.1,0.4362872910822601,1,2,1.2,3.0074864226941966,0.3,1,0.474,1.2,519,5190
519,-0.1,0.1,0.4346951422105341,1,2,1.2,0.9789747407967624,0.3,1,0.5529999999999999,1.2,520,5200
520,-0.1,0.1,0.4140113729352843,1,2,1.2,3.650716592164085,0.3,1,0.364,1.2,521,5210
521,-0.1,0.1,0.5095642592321117,1,2,1.2,2.1988719350781407,0.3,1,0.464,1.2,522,5220
522,-0.1,0.1,0.4966564573906912,1,2,1.2,3.972308028626093,0.3,1,0.442,1.2,523,5230
523,-0.1,0.1,0.4836913794644485,1,2,1.2,1.2236920907491686,0.3,1,0.36,1.2,524,5240
524,-0.1,0.1,0.4220435304448418,0,2,1.2,0.2153018352674474,0.3,1,0.325,1.2,525,5250
525,-0.1,0.1,0.3784036060508681,0,2,1.2,2.69699975970782,0.3,1,0.39,1.2,526,5260
526,-0.1,0.1,0.4632274411720747,1,2,1.2,3.1049836904327948,0.3,1,0.593,1.2,527,5270
527,-0.1,0.1,0.4929130415947701,1,2,1.2,1.2471463384974475,0.3,1,0.644,1.2,528,5280
528,-0.1,0.1,0.47117309952948705,0,2,1.2,0.5332496513322966,0.3,1,0.435,1.2,529,5290
529,-0.1,0.1,0.5178568777467126,1,2,1.2,0.7846407203622863,0.3,1,0.37799999999999995,1.2,530,5300
530,-0.1,0.1,0.43807551094970704,1,2,1.2,2.7034995651410982,0.3,1,0.597,1.2,531,5310
531,-0.1,0.1,0.34568960224258743,1,2,1.2,2.0101891971239723,0.3,1,0.431,1.2,532,5320
532,-0.1,0.1,0.5013271420769382,1,2,1.2,2.6763059806833027,0.3,1,0.465,1.2,533,5330
533,-0.1,0.1,0.4757412738787924,1,2,1.2,2.6160495528649266,0.3,1,0.47600000000000003,1.2,534,5340
534,-0.1,0.1,0.4464177555650136,1,2,1.2,2.6912141615269953,0.3,1,0.639,1.2,535,5350
535,-0.1,0.1,0.4909486967388783,1,2,1.2,3.7601812452520473,0.3,1,0.53,1.2,536,5360
536,-0.1,0.1,0.45727667956089296,1,2,1.2,1.757429596419084,0.3,1,0.413,1.2,537,5370
537,-0.1,0.1,0.4058105657939818,0,2,1.2,-0.2570118258290126,0.3,1,0.48700000000000004,1.2,538,5380
538,-0.1,0.1,0.4562930115918688,1,2,1.2,2.4545612993248302,0.3,1,0.47100000000000003,1.2,539,5390
539,-0.1,0.1,0.4576588051171407,0,2,1.2,-0.012190107405917859,0.3,1,0.366,1.2,540,5400
540,-0.1,0.1,0.4529551827026399,1,2,1.2,3.0059881753968667,0.3,1,0.43700000000000006,1.2,541,5410
541,-0.1,0.1,0.402865151467664,1,2,1.2,3.6737161289071176,0.3,1,0.601,1.2,542,5420
542,-0.1,0.1,0.44251737542383146,0,2,1.2,-0.21576934916988444,0.3,1,0.341,1.2,543,5430
543,-0.1,0.1,0.5014286156347162,0,2,1.2,0.4219939543698945,0.3,1,0.5660000000000001,1.2,544,5440
544,-0.1,0.1,0.4623214944241292,1,2,1.2,2.633331155009476,0.3,1,0.441,1.2,545,5450
545,-0.1,0.1,0.5589461717131662,1,2,1.2,4.004522209940465,0.3,1,0.6839999999999999,1.2,546,5460
546,-0.1,0.1,0.5118169433636333,1,2,1.2,2.1700296927851466,0.3,1,0.461,1.2,547,5470
547,-0.1,0.1,0.4612446922377018,1,2,1.2,1.9580842766112736,0.3,1,0.429,1.2,548,5480
548,-0.1,0.1,0.4935804824014618,1,2,1.2,2.920962035254856,0.3,1,0.473,1.2,549,5490
549,-0.1,0.1,0.4265516642154999,1,2,1.2,1.3666961117787846,0.3,1,0.7140000000000001,1.2,550,5500
550,-0.1,0.1,0.4842554078940031,1,2,1.2,1.9554297883433318,0.3,1,0.78,1.2,551,5510
551,-0.1,0.1,0.4284777347031628,1,2,1.2,1.5337405185148238,0.3,1,1.371,1.2,552,5520
552,-0.1,0.1,0.4448531211320736,1,2,1.2,3.447533160125372,0.3,1,0.7110000000000001,1.2,553,5530
553,-0.1,0.1,0.452738721349081,0,2,1.2,0.25001141099562063,0.3,1,0.644,1.2,554,5540
554,-0.1,0.1,0.4249134512214456,1,2,1.2,4.185907684903503,0.3,1,0.41600000000000004,1.2,555,5550
555,-0.1,0.1,0.4345311716604558,1,2,1.2,1.857472728751049,0.3,1,0.413,1.2,556,5560
556,-0.1,0.1,0.4683520365688474,0,2,1.2,0.18079780897465536,0.3,1,0.41200000000000003,1.2,557,5570
557,-0.1,0.1,0.466800239558465,1,2,1.2,1.2829198267937685,0.3,1,0.39299999999999996,1.2,558,5580
558,-0.1,0.1,0.4119900286540433,0,2,1.2,1.199357233047377,0.3,1,1.392,1.2,559,5590
559,-0.1,0.1,0.4597348961438269,1,2,1.2,1.3734268950261397,0.3,1,0.579,1.2,560,5600
560,-0.1,0.1,0.4787707228738988,1,2,1.2,0.3997749151039229,0.3,1,0.758,1.2,561,5610
561,-0.1,0.1,0.4648454012457478,1,2,1.2,3.8936238647891352,0.3,1,0.523,1.2,562,5620
562,-0.1,0.1,0.4429108713113939,1,2,1.2,1.4225279395194408,0.3,1,1.4,1.2,563,5630
563,-0.1,0.1,0.472864807572173,1,2,1.2,1.332636971023394,0.3,1,0.38299999999999995,1.2,564,5640
564,-0.1,0.1,0.4843251493552422,1,2,1.2,0.9390117944099589,0.3,1,1.4220000000000002,1.2,565,5650
565,-0.1,0.1,0.4581025599268062,1,2,1.2,1.81727351044871,0.3,1,0.5640000000000001,1.2,566,5660
566,-0.1,0.1,0.4834777313692644,1,2,1.2,0.8197391338056184,0.3,1,0.44,1.2,567,5670
567,-0.1,0.1,0.4180520678217451,1,2,1.2,1.8787750049650418,0.3,1,0.601,1.2,568,5680
568,-0.1,0.1,0.4586561742640899,1,2,1.2,3.022116316712116,0.3,1,0.473,1.2,569,5690
569,-0.1,0.1,0.4977721587393522,1,2,1.2,2.4386050103822674,0.3,1,0.556,1.2,570,5700
570,-0.1,0.1,0.46103306843726705,1,2,1.2,3.4831356607117767,0.3,1,0.371,1.2,571,5710
571,-0.1,0.1,0.42183352693759946,1,2,1.2,1.751895145163805,0.3,1,0.665,1.2,572,5720
572,-0.1,0.1,0.4671843352837034,1,2,1.2,2.708308772028984,0.3,1,0.7889999999999999,1.2,573,5730
573,-0.1,0.1,0.5328616715839041,1,2,1.2,3.5273180269663893,0.3,1,0.446,1.2,574,5740
574,-0.1,0.1,0.394453797218581,1,2,1.2,2.72387097163898,0.3,1,0.452,1.2,575,5750
575,-0.1,0.1,0.475457370861953,1,2,1.2,1.3057193361116295,0.3,1,0.6779999999999999,1.2,576,5760
576,-0.1,0.1,0.4532863421889347,1,2,1.2,1.8087905940576543,0.3,1,0.423,1.2,577,5770
577,-0.1,0.1,0.4831016475148098,0,2,1.2,-0.6334934668490146,0.3,1,0.455,1.2,578,5780
578,-0.1,0.1,0.4764168632100573,1,2,1.2,0.4568894992195482,0.3,1,0.626,1.2,579,5790
579,-0.1,0.1,0.465839289776756,1,2,1.2,0.8124856829682301,0.3,1,0.6,1.2,580,5800
580,-0.1,0.1,0.4895852675337235,0,2,1.2,1.4559165032211108,0.3,1,0.8939999999999999,1.2,581,5810
581,-0.1,0.1,0.4704960022708131,1,2,1.2,2.4018844107819297,0.3,1,0.5720000000000001,1.2,582,5820
582,-0.1,0.1,0.4421135752505263,1,2,1.2,2.935209419017017,0.3,1,0.687,1.2,583,5830
583,-0.1,0.1,0.4823514736467756,1,2,1.2,0.9240183220088976,0.3,1,1.139,1.2,584,5840
584,-0.1,0.1,0.4933617859725454,0,2,1.2,0.6527242522006513,0.3,1,0.385,1.2,585,5850
585,-0.1,0.1,0.4479116832193977,1,2,1.2,2.780064602312174,0.3,1,0.42700000000000005,1.2,586,5860
586,-0.1,0.1,0.4436079961663943,1,2,1.2,2.244634606976226,0.3,1,0.402,1.2,587,5870
587,-0.1,0.1,0.4634564824519146,1,2,1.2,1.6581738114116775,0.3,1,0.5640000000000001,1.2,588,5880
588,-0.1,0.1,0.43364957744294375,1,2,1.2,2.2872910560265707,0.3,1,0.928,1.2,589,5890
589,-0.1,0.1,0.5220009436650463,1,2,1.2,4.619414214045936,0.3,1,0.365,1.2,590,5900
590,-0.1,0.1,0.4974029731670008,1,2,1.2,-0.5179878672508864,0.3,1,0.423,1.2,591,5910
591,-0.1,0.1,0.44132266821235977,0,2,1.2,-0.8044260840660065,0.3,1,0.998,1.2,592,5920
592,-0.1,0.1,0.4055446666736453,1,2,1.2,1.2539641082356314,0.3,1,0.7150000000000001,1.2,593,5930
593,-0.1,0.1,0.4495452929732607,1,2,1.2,0.4703112121991604,0.3,1,0.424,1.2,594,5940
594,-0.1,0.1,0.4103794985162905,1,2,1.2,2.597841628662478,0.3,1,0.773,1.2,595,5950
595,-0.1,0.1,0.4735402740700908,1,2,1.2,2.6167187028834253,0.3,1,0.6509999999999999,1.2,596,5960
596,-0.1,0.1,0.4515045396950478,1,2,1.2,3.2686693216704024,0.3,1,0.40399999999999997,1.2,597,5970
597,-0.1,0.1,0.43238365703895865,1,2,1.2,3.902360159220928,0.3,1,0.5740000000000001,1.2,598,5980
598,-0.1,0.1,0.5242860412140953,1,2,1.2,3.2505354785820657,0.3,1,0.35700000000000004,1.2,599,5990
599,-0.1,0.1,0.4988668015462078,1,2,1.2,3.8422393030698183,0.3,1,0.38,1.2,600,6000
600,-0.1,0.1,0.4090626187179429,1,2,1.2,2.0023856895081593,0.3,1,0.35600000000000004,1.2,601,6010
601,-0.1,0.1,0.4481199842273914,1,2,1.2,4.277442987960672,0.3,1,0.382,1.2,602,6020
602,-0.1,0.1,0.4623422502203246,1,2,1.2,4.6832077963352585,0.3,1,0.413,1.2,603,6030
603,-0.1,0.1,0.4997336943024428,1,2,1.2,2.364780947784527,0.3,1,0.624,1.2,604,6040
604,-0.1,0.1,0.5253519349744741,1,2,1.2,1.0331543758371164,0.3,1,0.624,1.2,605,6050
605,-0.1,0.1,0.4200646446067635,1,2,1.2,1.7008374871860008,0.3,1,0.8029999999999999,1.2,606,6060
606,-0.1,0.1,0.4904000623190289,1,2,1.2,2.782440465888163,0.3,1,0.41200000000000003,1.2,607,6070
607,-0.1,0.1,0.4716603203011329,1,2,1.2,1.490749352827771,0.3,1,0.491,1.2,608,6080
608,-0.1,0.1,0.4458456080790941,1,2,1.2,1.9799673015046453,0.3,1,0.381,1.2,609,6090
609,-0.1,0.1,0.470635791605322,1,2,1.2,1.8813346203867087,0.3,1,0.35600000000000004,1.2,610,6100
610,-0.1,0.1,0.5467133394011849,1,2,1.2,1.8995947032388445,0.3,1,0.429,1.2,611,6110
611,-0.1,0.1,0.4619944931712154,1,2,1.2,2.522803426154627,0.3,1,0.708,1.2,612,6120
612,-0.1,0.1,0.4166591606383425,1,2,1.2,1.9885529147374168,0.3,1,0.8640000000000001,1.2,613,6130
613,-0.1,0.1,0.4546032519432279,1,2,1.2,2.8865466346919018,0.3,1,0.936,1.2,614,6140
614,-0.1,0.1,0.41669457053765097,1,2,1.2,1.0434095744508258,0.3,1,0.7070000000000001,1.2,615,6150
615,-0.1,0.1,0.5094662604732771,1,2,1.2,0.7892185134781173,0.3,1,1.175,1.2,616,6160
616,-0.1,0.1,0.4628588389673017,1,2,1.2,0.1753651560068188,0.3,1,0.6779999999999999,1.2,617,6170
617,-0.1,0.1,0.5586291298751668,1,2,1.2,3.1770088887843837,0.3,1,0.36200000000000004,1.2,618,6180
618,-0.1,0.1,0.4321501093735285,1,2,1.2,-0.2189889467606574,0.3,1,0.6779999999999999,1.2,619,6190
619,-0.1,0.1,0.5713349771592355,1,2,1.2,1.6511920311777244,0.3,1,0.396,1.2,620,6200
620,-0.1,0.1,0.4398342461547808,1,2,1.2,1.514553933099586,0.3,1,0.821,1.2,621,6210
621,-0.1,0.1,0.4691806517679002,0,2,1.2,1.0486338845132444,0.3,1,0.385,1.2,622,6220
622,-0.1,0.1,0.4316978398003529,1,2,1.2,0.6831903952276659,0.3,1,0.7240000000000001,1.2,623,6230
623,-0.1,0.1,0.4246746523341832,1,2,1.2,4.047642048248502,0.3,1,0.38,1.2,624,6240
624,-0.1,0.1,0.4783601379147665,1,2,1.2,2.096456680328679,0.3,1,0.517,1.2,625,6250
625,-0.1,0.1,0.4541464221560647,0,2,1.2,0.3197933327806606,0.3,1,0.40700000000000003,1.2,626,6260
626,-0.1,0.1,0.477333114601169,0,2,1.2,-0.3077260662711612,0.3,1,0.603,1.2,627,6270
627,-0.1,0.1,0.4613355760476837,1,2,1.2,2.1716922674341426,0.3,1,0.956,1.2,628,6280
628,-0.1,0.1,0.4753333671727669,1,2,1.2,0.8642345347905807,0.3,1,0.488,1.2,629,6290
629,-0.1,0.1,0.4699119764274584,1,2,1.2,3.0932642727536295,0.3,1,0.519,1.2,630,6300
630,-0.1,0.1,0.5147991913270487,0,2,1.2,1.4096318636069105,0.3,1,0.5469999999999999,1.2,631,6310
631,-0.1,0.1,0.3328829459335535,1,2,1.2,3.472111374581747,0.3,1,0.5549999999999999,1.2,632,6320
632,-0.1,0.1,0.4753511512000601,1,2,1.2,2.697473731935445,0.3,1,0.563,1.2,633,6330
633,-0.1,0.1,0.4434093024936276,1,2,1.2,1.9705526980894603,0.3,1,0.677,1.2,634,6340
634,-0.1,0.1,0.4066196315685215,1,2,1.2,2.809379049229995,0.3,1,0.5409999999999999,1.2,635,6350
635,-0.1,0.1,0.4252684657784407,1,2,1.2,1.122961946996219,0.3,1,0.6920000000000001,1.2,636,6360
636,-0.1,0.1,0.4041095176891666,1,2,1.2,2.6324405423131347,0.3,1,0.43700000000000006,1.2,637,6370
637,-0.1,0.1,0.4317041111680079,1,2,1.2,2.2333357153801487,0.3,1,0.361,1.2,638,6380
638,-0.1,0.1,0.5192762143291945,1,2,1.2,3.1078358819491605,0.3,1,0.413,1.2,639,6390
639,-0.1,0.1,0.4333758091556828,0,2,1.2,0.6398573388622062,0.3,1,0.449,1.2,640,6400
640,-0.1,0.1,0.40109265069950334,1,2,1.2,2.005275497945234,0.3,1,0.5589999999999999,1.2,641,6410
641,-0.1,0.1,0.4432520861459868,1,2,1.2,2.479397440497169,0.3,1,0.36,1.2,642,6420
642,-0.1,0.1,0.4082567837558684,0,2,1.2,0.6193258070609182,0.3,1,0.5329999999999999,1.2,643,6430
643,-0.1,0.1,0.42958254064793777,1,2,1.2,1.5063424950788418,0.3,1,0.40299999999999997,1.2,644,6440
644,-0.1,0.1,0.4773546526665603,0,2,1.2,0.6425316580648308,0.3,1,0.48700000000000004,1.2,645,6450
645,-0.1,0.1,0.4919642672718381,1,2,1.2,2.0800494829455407,0.3,1,0.46,1.2,646,6460
646,-0.1,0.1,0.4869235612553288,1,2,1.2,2.334984482388916,0.3,1,0.531,1.2,647,6470
647,-0.1,0.1,0.4712391250597534,1,2,1.2,3.215932017820542,0.3,1,0.428,1.2,648,6480
648,-0.1,0.1,0.43533051884443297,1,2,1.2,2.8307060315284773,0.3,1,0.532,1.2,649,6490
649,-0.1,0.1,0.4896099301776342,1,2,1.2,2.4799321394720764,0.3,1,0.6920000000000001,1.2,650,6500
650,-0.1,0.1,0.4512086000497185,1,2,1.2,3.781396705743712,0.3,1,0.525,1.2,651,6510
651,-0.1,0.1,0.435087475737366,1,2,1.2,2.470036053153252,0.3,1,0.459,1.2,652,6520
652,-0.1,0.1,0.4060438245233441,1,2,1.2,1.6268880338921152,0.3,1,0.374,1.2,653,6530
653,-0.1,0.1,0.4020496509517608,1,2,1.2,-0.12414180122147878,0.3,1,0.76,1.2,654,6540
654,-0.1,0.1,0.4792196725136447,1,2,1.2,3.0547052928224376,0.3,1,0.436,1.2,655,6550
655,-0.1,0.1,0.4120256993222231,1,2,1.2,1.4629057918037345,0.3,1,0.48100000000000004,1.2,656,6560
656,-0.1,0.1,0.528139231760432,1,2,1.2,4.3268736593675765,0.3,1,0.527,1.2,657,6570
657,-0.1,0.1,0.5266930846448274,1,2,1.2,2.0221952068464923,0.3,1,0.529,1.2,658,6580
658,-0.1,0.1,0.384332275572955,1,2,1.2,3.045951907881183,0.3,1,0.37200000000000005,1.2,659,6590
659,-0.1,0.1,0.5003783620337311,1,2,1.2,0.6648649579620332,0.3,1,0.609,1.2,660,6600
660,-0.1,0.1,0.4571093935282503,1,2,1.2,3.4429644347720285,0.3,1,0.423,1.2,661,6610
661,-0.1,0.1,0.4679415383702666,0,2,1.2,-0.8713510026242535,0.3,1,0.764,1.2,662,6620
662,-0.1,0.1,0.4261237161147858,1,2,1.2,1.645035459231689,0.3,1,0.496,1.2,663,6630
663,-0.1,0.1,0.4277057034945676,1,2,1.2,1.0359410831824234,0.3,1,1.03,1.2,664,6640
664,-0.1,0.1,0.4655342592853696,1,2,1.2,1.8142632062598671,0.3,1,0.5509999999999999,1.2,665,6650
665,-0.1,0.1,0.4662836840551674,1,2,1.2,5.340590919481169,0.3,1,0.521,1.2,666,6660
666,-0.1,0.1,0.4682304008486173,1,2,1.2,0.5913773056337928,0.3,1,0.419,1.2,667,6670
667,-0.1,0.1,0.4657056981210355,1,2,1.2,1.3810494371909865,0.3,1,0.7140000000000001,1.2,668,6680
668,-0.1,0.1,0.5753697010554001,1,2,1.2,0.9508947223891379,0.3,1,0.647,1.2,669,6690
669,-0.1,0.1,0.4462967436124266,1,2,1.2,1.7895289255449356,0.3,1,0.7979999999999999,1.2,670,6700
670,-0.1,0.1,0.4598276604301661,0,2,1.2,0.6121373013684912,0.3,1,0.947,1.2,671,6710
671,-0.1,0.1,0.4708956706366759,1,2,1.2,1.6352356020062162,0.3,1,0.667,1.2,672,6720
672,-0.1,0.1,0.4463976329573029,1,2,1.2,2.0667185965354213,0.3,1,0.51,1.2,673,6730
673,-0.1,0.1,0.5147795560039489,1,2,1.2,2.6988825302239148,0.3,1,0.462,1.2,674,6740
674,-0.1,0.1,0.5332202063663365,1,2,1.2,1.280687260917154,0.3,1,0.408,1.2,675,6750
675,-0.1,0.1,0.4176186752689941,1,2,1.2,2.7418358844234563,0.3,1,0.366,1.2,676,6760
676,-0.1,0.1,0.4676273883555797,0,2,1.2,-0.8072013063061307,0.3,1,0.6739999999999999,1.2,677,6770
677,-0.1,0.1,0.4315773291031164,0,2,1.2,-0.35660924966837904,0.3,1,0.593,1.2,678,6780
678,-0.1,0.1,0.4635776074538948,1,2,1.2,1.9431027513683992,0.3,1,0.537,1.2,679,6790
679,-0.1,0.1,0.5253575080061015,1,2,1.2,0.9323738472089484,0.3,1,0.6719999999999999,1.2,680,6800
680,-0.1,0.1,0.5419914864944627,1,2,1.2,2.6756361981065635,0.3,1,0.457,1.2,681,6810
681,-0.1,0.1,0.5059537824462351,1,2,1.2,1.1112369523411183,0.3,1,0.37,1.2,682,6820
682,-0.1,0.1,0.4543484067950012,1,2,1.2,2.995330723079116,0.3,1,0.473,1.2,683,6830
683,-0.1,0.1,0.5511113453544515,1,2,1.2,2.5129677259084158,0.3,1,0.454,1.2,684,6840
684,-0.1,0.1,0.4104002104927543,1,2,1.2,2.0112330968248706,0.3,1,0.493,1.2,685,6850
685,-0.1,0.1,0.4560770790541315,0,2,1.2,1.3613746604364247,0.3,1,0.442,1.2,686,6860
686,-0.1,0.1,0.4934322692914276,1,2,1.2,1.8926013075897872,0.3,1,0.518,1.2,687,6870
687,-0.1,0.1,0.44020780671670456,1,2,1.2,1.4444771295493637,0.3,1,0.458,1.2,688,6880
688,-0.1,0.1,0.4145952844138967,1,2,1.2,2.1233549047610576,0.3,1,0.382,1.2,689,6890
689,-0.1,0.1,0.4593134698314361,1,2,1.2,1.1437611140248531,0.3,1,0.466,1.2,690,6900
690,-0.1,0.1,0.4942811419498008,1,2,1.2,2.671644435921142,0.3,1,0.5569999999999999,1.2,691,6910
691,-0.1,0.1,0.4356968960272701,1,2,1.2,3.16226330008129,0.3,1,0.5840000000000001,1.2,692,6920
692,-0.1,0.1,0.5125237645134746,1,2,1.2,2.411218313909296,0.3,1,0.458,1.2,693,6930
693,-0.1,0.1,0.4225308862055912,1,2,1.2,4.225190025031553,0.3,1,0.39,1.2,694,6940
694,-0.1,0.1,0.4697444118985426,1,2,1.2,2.4067014082875,0.3,1,0.6619999999999999,1.2,695,6950
695,-0.1,0.1,0.4960588845464215,1,2,1.2,2.649762317736976,0.3,1,0.458,1.2,696,6960
696,-0.1,0.1,0.476283809718537,1,2,1.2,-0.4124068285635074,0.3,1,0.413,1.2,697,6970
697,-0.1,0.1,0.4804912258352549,1,2,1.2,0.9347295513513664,0.3,1,1.415,1.2,698,6980
698,-0.1,0.1,0.49071924898641994,1,2,1.2,1.0822766603339755,0.3,1,0.6839999999999999,1.2,699,6990
699,-0.1,0.1,0.4658429709714284,1,2,1.2,0.985056580279238,0.3,1,0.708,1.2,700,7000
700,-0.1,0.1,0.4921858623289458,1,2,1.2,0.5231225742175569,0.3,1,0.53,1.2,701,7010
701,-0.1,0.1,0.5157871451465527,1,2,1.2,1.7527253131249492,0.3,1,0.48,1.2,702,7020
702,-0.1,0.1,0.3843464025823072,1,2,1.2,5.268199483748287,0.3,1,0.435,1.2,703,7030
703,-0.1,0.1,0.43711555164380894,1,2,1.2,2.1581795307404104,0.3,1,0.465,1.2,704,7040
704,-0.1,0.1,0.5258262931408527,1,2,1.2,3.0733573301402597,0.3,1,0.389,1.2,705,7050
705,-0.1,0.1,0.4431307113592055,1,2,1.2,1.5516966761452815,0.3,1,0.631,1.2,706,7060
706,-0.1,0.1,0.46825039977488503,1,2,1.2,3.4663042691306902,0.3,1,0.39899999999999997,1.2,707,7070
707,-0.1,0.1,0.5555523588570688,0,2,1.2,1.2085319524835472,0.3,1,0.759,1.2,708,7080
708,-0.1,0.1,0.457317370155137,1,2,1.2,1.795835053221878,0.3,1,0.384,1.2,709,7090
709,-0.1,0.1,0.43784100677713184,0,2,1.2,-0.05513569721578016,0.3,1,0.366,1.2,710,7100
710,-0.1,0.1,0.4385541945572735,1,2,1.2,1.6242314542342509,0.3,1,0.6,1.2,711,7110
711,-0.1,0.1,0.4143203846514485,1,2,1.2,4.02401809768384,0.3,1,0.366,1.2,712,7120
712,-0.1,0.1,0.4616326091669912,1,2,1.2,2.6516399871049923,0.3,1,0.426,1.2,713,7130
713,-0.1,0.1,0.4550419754936236,1,2,1.2,2.5395653481402136,0.3,1,0.7909999999999999,1.2,714,7140
714,-0.1,0.1,0.4534694493481463,1,2,1.2,0.712932511150389,0.3,1,1.4260000000000002,1.2,715,7150
715,-0.1,0.1,0.4462775923489766,1,2,1.2,4.446712680181752,0.3,1,0.39399999999999996,1.2,716,7160
716,-0.1,0.1,0.4357942334527223,1,2,1.2,1.7662302833556485,0.3,1,0.512,1.2,717,7170
717,-0.1,0.1,0.44069415056114747,1,2,1.2,2.8298254362389974,0.3,1,1.042,1.2,718,7180
718,-0.1,0.1,0.5009885667794434,1,2,1.2,3.4649072908194998,0.3,1,0.488,1.2,719,7190
719,-0.1,0.1,0.5762115713712649,1,2,1.2,1.252560225829431,0.3,1,0.39799999999999996,1.2,720,7200
720,-0.1,0.1,0.4862476519920037,1,2,1.2,3.0003676983944314,0.3,1,0.345,1.2,721,7210
721,-0.1,0.1,0.474284560210544,1,2,1.2,1.8265901267698368,0.3,1,1.298,1.2,722,7220
722,-0.1,0.1,0.5223168631513677,1,2,1.2,0.8711535156743768,0.3,1,0.361,1.2,723,7230
723,-0.1,0.1,0.4513032855324566,1,2,1.2,1.5043216731432445,0.3,1,0.605,1.2,724,7240
724,-0.1,0.1,0.5412863565069052,1,2,1.2,3.1778466509214995,0.3,1,0.648,1.2,725,7250
725,-0.1,0.1,0.525914531734615,1,2,1.2,3.5885557914874564,0.3,1,0.446,1.2,726,7260
726,-0.1,0.1,0.4782794308884452,1,2,1.2,3.294287595625212,0.3,1,0.461,1.2,727,7270
727,-0.1,0.1,0.4369353272973345,1,2,1.2,1.4576203489920254,0.3,1,0.48200000000000004,1.2,728,7280
728,-0.1,0.1,0.4960546080354197,1,2,1.2,3.932406102740038,0.3,1,0.5710000000000001,1.2,729,7290
729,-0.1,0.1,0.5121036763238981,1,2,1.2,1.7316415237258047,0.3,1,0.385,1.2,730,7300
730,-0.1,0.1,0.4729805887270071,1,2,1.2,-0.42603959456792895,0.3,1,0.747,1.2,731,7310
731,-0.1,0.1,0.42329960343706174,1,2,1.2,1.7027610795971455,0.3,1,0.5870000000000001,1.2,732,7320
732,-0.1,0.1,0.448981556295494,1,2,1.2,3.2309896087872563,0.3,1,0.6799999999999999,1.2,733,7330
733,-0.1,0.1,0.3829836914772086,0,2,1.2,1.9366212439376569,0.3,1,0.33,1.2,734,7340
734,-0.1,0.1,0.4302512142605444,1,2,1.2,3.266349080806247,0.3,1,0.524,1.2,735,7350
735,-0.1,0.1,0.4697235928577743,1,2,1.2,0.9504283703090126,0.3,1,0.721,1.2,736,7360
736,-0.1,0.1,0.4150104198651542,1,2,1.2,2.4451587977564304,0.3,1,0.474,1.2,737,7370
737,-0.1,0.1,0.472312651590764,1,2,1.2,3.3181204467349583,0.3,1,0.537,1.2,738,7380
738,-0.1,0.1,0.5110292964004736,1,2,1.2,3.5002982235239863,0.3,1,0.51,1.2,739,7390
739,-0.1,0.1,0.4101269339066234,1,2,1.2,4.41209445220209,0.3,1,0.5760000000000001,1.2,740,7400
740,-0.1,0.1,0.4164383426688557,1,2,1.2,0.7529767651645216,0.3,1,0.516,1.2,741,7410
741,-0.1,0.1,0.5004592347488842,1,2,1.2,1.0381294338755316,0.3,1,0.382,1.2,742,7420
742,-0.1,0.1,0.4950735084217635,1,2,1.2,3.3569140017001895,0.3,1,0.418,1.2,743,7430
743,-0.1,0.1,0.4617340949006974,1,2,1.2,0.9742281695909484,0.3,1,0.613,1.2,744,7440
744,-0.1,0.1,0.4469945137652599,1,2,1.2,0.6860036816549357,0.3,1,0.955,1.2,745,7450
745,-0.1,0.1,0.4779862381937322,1,2,1.2,2.46791533984164,0.3,1,0.521,1.2,746,7460
746,-0.1,0.1,0.3961733274462376,1,2,1.2,2.7222077468167205,0.3,1,0.47200000000000003,1.2,747,7470
747,-0.1,0.1,0.43075360458246703,1,2,1.2,1.7139356052566073,0.3,1,0.597,1.2,748,7480
