,SP_m,SP_sd,SP_t,accuracy,drift_m,drift_sd,drift_t,ndt,participant,rt,threshold,trial,index,beta
0,-0.1,0.1,0.4744545011635203,1,2,1.2,1.971660149511038,0.3,1,0.525,1.2,1,trial 1,5.166089351630802
1,-0.1,0.1,0.4215822088065482,1,2,1.2,2.4121960517113767,0.3,1,0.521,1.2,2,trial 2,6.920425208903957
2,-0.1,0.1,0.4409538082427368,1,2,1.2,1.5522305302176895,0.3,1,0.6409999999999999,1.2,3,trial 3,5.402128065512184
3,-0.1,0.1,0.43478739603450606,1,2,1.2,2.604858327205009,0.3,1,0.5529999999999999,1.2,4,trial 4,8.216498641161046
4,-0.1,0.1,0.365565148746693,1,2,1.2,1.242913865479117,0.3,1,0.442,1.2,5,trial 5,2.6878057072942876
5,-0.1,0.1,0.4785408843407435,1,2,1.2,0.8950032900180227,0.3,1,0.542,1.2,6,trial 6,1.8689657701471614
6,-0.1,0.1,0.4662411978300568,1,2,1.2,0.9818257944994342,0.3,1,1.065,1.2,7,trial 7,5.291343370626202
7,-0.1,0.1,0.5324105384014926,1,2,1.2,2.115954728289944,0.3,1,0.436,1.2,8,trial 8,4.653375794841725
8,-0.1,0.1,0.4225693732600693,1,2,1.2,2.8896080053514828,0.3,1,0.7020000000000001,1.2,9,trial 9,11.84409720590537
9,-0.1,0.1,0.5135888939703717,1,2,1.2,3.4318624739456935,0.3,1,0.56,1.2,10,trial 10,11.802257822203359
10,-0.1,0.1,0.5026497702466804,1,2,1.2,2.6900808684645856,0.3,1,0.39,1.2,11,trial 11,6.259482972660398
11,-0.1,0.1,0.4305340523858823,1,2,1.2,1.5290791175664245,0.3,1,0.44299999999999995,1.2,12,trial 12,3.4051551084503373
12,-0.1,0.1,0.4040767559542228,1,2,1.2,1.1652018529988712,0.3,1,0.5469999999999999,1.2,13,trial 13,2.802292257548489
13,-0.1,0.1,0.4536097239073032,1,2,1.2,2.8164291130930725,0.3,1,0.475,1.2,14,trial 14,7.2563258278711125
14,-0.1,0.1,0.4147800285619053,1,2,1.2,0.8674704775510924,0.3,1,1.0959999999999999,1.2,15,trial 15,5.092351313144356
15,-0.1,0.1,0.5027348568099743,1,2,1.2,1.91471971102092,0.3,1,0.51,1.2,16,trial 16,5.186000474006818
16,-0.1,0.1,0.527396036999663,1,2,1.2,2.085796089045548,0.3,1,0.542,1.2,17,trial 17,6.100355083790429
17,-0.1,0.1,0.5213742926978489,1,2,1.2,3.90826342111242,0.3,1,0.496,1.2,18,trial 18,11.395453616207103
18,-0.1,0.1,0.4682362495874886,1,2,1.2,0.1694599731101487,0.3,1,0.622,1.2,19,trial 19,0.07742734659862349
19,-0.1,0.1,0.4931002172233453,0,2,1.2,0.7630736739704926,0.3,1,0.919,1.2,20,trial 20,3.0560116063435547
20,-0.1,0.1,0.3729575621612764,1,2,1.2,1.661099674375056,0.3,1,0.392,1.2,21,trial 21,2.796916523609161
21,-0.1,0.1,0.4552810233297433,1,2,1.2,3.197733173796581,0.3,1,0.387,1.2,22,trial 22,6.452817649799837
22,-0.1,0.1,0.4562187437957265,1,2,1.2,3.0722347664652188,0.3,1,0.607,1.2,23,trial 23,10.899137653893497
23,-0.1,0.1,0.4843742154271682,1,2,1.2,0.5019419416531603,0.3,1,0.738,1.2,24,trial 24,1.6901470802773872
24,-0.1,0.1,0.4996481392860016,1,2,1.2,2.9573593422721967,0.3,1,0.436,1.2,25,trial 25,6.981590966424788
25,-0.1,0.1,0.5055062009779385,0,2,1.2,0.2753812399085922,0.3,1,2.3040000000000003,1.2,26,trial 26,2.908701379195429
26,-0.1,0.1,0.4673418483691886,1,2,1.2,1.2982718452974211,0.3,1,0.414,1.2,27,trial 27,2.2078696641068305
27,-0.1,0.1,0.465365065400855,1,2,1.2,1.5931422346184445,0.3,1,0.47600000000000003,1.2,28,trial 28,3.4512139683669103
28,-0.1,0.1,0.4371110048205207,1,2,1.2,2.386794614878215,0.3,1,1.132,1.2,29,trial 29,16.162405815209652
29,-0.1,0.1,0.4483180835802033,0,2,1.2,0.13292480462922374,0.3,1,0.5509999999999999,1.2,30,trial 30,0.1881561851739486
30,-0.1,0.1,0.4484844841454201,1,2,1.2,2.128654896528525,0.3,1,0.603,1.2,31,trial 31,6.869386277035774
31,-0.1,0.1,0.4592483035921025,1,2,1.2,2.4138593401838984,0.3,1,0.893,1.2,32,trial 32,12.89923194460821
32,-0.1,0.1,0.40288985429970936,1,2,1.2,0.22248707691049496,0.3,1,0.7390000000000001,1.2,33,trial 33,0.49573065257505977
33,-0.1,0.1,0.40931561451808746,1,2,1.2,3.047916747981952,0.3,1,0.75,1.2,34,trial 34,13.416262424341276
34,-0.1,0.1,0.4691399742979481,0,2,1.2,1.0889347577698154,0.3,1,0.369,1.2,35,trial 35,1.8825537129635133
35,-0.1,0.1,0.4194279728671546,1,2,1.2,3.8063446179879854,0.3,1,0.853,1.2,36,trial 36,19.58870765141794
36,-0.1,0.1,0.4567617539327067,1,2,1.2,3.6319260880609976,0.3,1,0.402,1.2,37,trial 37,9.314975902300318
37,-0.1,0.1,0.43367097725485054,1,2,1.2,2.728205042667974,0.3,1,0.488,1.2,38,trial 38,7.797143698714866
38,-0.1,0.1,0.4513557004296438,1,2,1.2,3.053279359839617,0.3,1,0.44,1.2,39,trial 39,7.849203592826476
39,-0.1,0.1,0.47552957081482,1,2,1.2,1.1326283289355628,0.3,1,0.381,1.2,40,trial 40,1.876933850140942
40,-0.1,0.1,0.4738532958487943,1,2,1.2,2.090502106963804,0.3,1,0.484,1.2,41,trial 41,5.103556419494987
41,-0.1,0.1,0.4814742772636366,1,2,1.2,2.2823758054622494,0.3,1,0.37799999999999995,1.2,42,trial 42,4.1599869551988125
42,-0.1,0.1,0.5004405802718317,1,2,1.2,4.558670667937466,0.3,1,0.619,1.2,43,trial 43,16.780476740042708
43,-0.1,0.1,0.4790804391118612,0,2,1.2,1.0255333949182959,0.3,1,0.36700000000000005,1.2,44,trial 44,2.0297213821254436
44,-0.1,0.1,0.4711107706147791,1,2,1.2,5.174282455699373,0.3,1,0.496,1.2,45,trial 45,15.233940667729698
45,-0.1,0.1,0.4323018972972588,0,2,1.2,0.3776726823887426,0.3,1,0.42,1.2,46,trial 46,0.7134220893468113
46,-0.1,0.1,0.457836193151517,1,2,1.2,0.7749329283881607,0.3,1,0.597,1.2,47,trial 47,1.734626976917831
47,-0.1,0.1,0.44855208779806655,0,2,1.2,-1.1273210485645526,0.3,1,0.959,1.2,48,trial 48,-8.349094887550478
48,-0.1,0.1,0.4514668094361178,1,2,1.2,1.6262787505653853,0.3,1,0.39399999999999996,1.2,49,trial 49,1.827852976188089
49,-0.1,0.1,0.4524919105122915,1,2,1.2,2.2175894483336784,0.3,1,0.4,1.2,50,trial 50,4.023454919044098
50,-0.1,0.1,0.4479121559821784,1,2,1.2,5.293388152541316,0.3,1,0.381,1.2,51,trial 51,11.570479537058851
51,-0.1,0.1,0.4331124730906084,1,2,1.2,5.7233849893839315,0.3,1,0.452,1.2,52,trial 52,15.982654980849867
52,-0.1,0.1,0.4964888767446347,1,2,1.2,0.7463010171579183,0.3,1,0.6719999999999999,1.2,53,trial 53,2.911014132741739
53,-0.1,0.1,0.3838962000902571,1,2,1.2,3.7306320750939808,0.3,1,0.565,1.2,54,trial 54,12.2959114109617
54,-0.1,0.1,0.5565054350448845,1,2,1.2,2.8798619477316896,0.3,1,0.503,1.2,55,trial 55,8.650059257095808
55,-0.1,0.1,0.4224103253644413,1,2,1.2,3.6334383572955717,0.3,1,0.42,1.2,56,trial 56,8.806905724156742
56,-0.1,0.1,0.4402469599655955,1,2,1.2,2.6845135797634256,0.3,1,0.485,1.2,57,trial 57,7.496548742570278
57,-0.1,0.1,0.3993696659840004,0,2,1.2,2.210669901681265,0.3,1,0.446,1.2,58,trial 58,5.303166745003567
58,-0.1,0.1,0.4637171538405405,1,2,1.2,3.236005614500605,0.3,1,0.5489999999999999,1.2,59,trial 59,10.15123569828662
59,-0.1,0.1,0.4959619669412844,1,2,1.2,3.84777697769189,0.3,1,0.5,1.2,60,trial 60,11.760153503927798
60,-0.1,0.1,0.5006291554703173,0,2,1.2,0.7160528697631316,0.3,1,0.36200000000000004,1.2,61,trial 61,1.1644901170517303
61,-0.1,0.1,0.4156086721799951,1,2,1.2,0.23939386388107176,0.3,1,0.6829999999999999,1.2,62,trial 62,-0.2960128622876397
62,-0.1,0.1,0.5026034224818234,1,2,1.2,1.3396466414950128,0.3,1,0.546,1.2,63,trial 63,3.005229647379597
63,-0.1,0.1,0.3665292766522783,1,2,1.2,3.434234372436068,0.3,1,1.099,1.2,64,trial 64,22.75317843976707
64,-0.1,0.1,0.4901060207947511,1,2,1.2,2.7844302583034204,0.3,1,0.534,1.2,65,trial 65,9.758595405694294
65,-0.1,0.1,0.4825621719802821,1,2,1.2,2.4423271327296585,0.3,1,0.511,1.2,66,trial 66,7.455673971194401
66,-0.1,0.1,0.5222549977175647,1,2,1.2,2.877178214377316,0.3,1,0.366,1.2,67,trial 67,5.729502473139117
67,-0.1,0.1,0.4534677644262952,1,2,1.2,4.050458184683069,0.3,1,0.53,1.2,68,trial 68,12.862446451546145
68,-0.1,0.1,0.4824861844316669,1,2,1.2,1.0379523197275224,0.3,1,0.40700000000000003,1.2,69,trial 69,2.152529416877054
69,-0.1,0.1,0.4860212316895339,0,2,1.2,1.8189943244512123,0.3,1,0.42700000000000005,1.2,70,trial 70,3.639096902118025
70,-0.1,0.1,0.3265234320908891,1,2,1.2,2.164275754169698,0.3,1,0.7559999999999999,1.2,71,trial 71,9.21369018741798
71,-0.1,0.1,0.4979099758823301,1,2,1.2,2.0667259896736394,0.3,1,0.6839999999999999,1.2,72,trial 72,8.275441055892022
72,-0.1,0.1,0.4933799960044907,1,2,1.2,1.2399695572932077,0.3,1,0.8069999999999999,1.2,73,trial 73,5.57958311752097
73,-0.1,0.1,0.463625064236153,1,2,1.2,2.3829950296030344,0.3,1,0.7,1.2,74,trial 74,9.855390654953439
74,-0.1,0.1,0.47929971831548207,0,2,1.2,-0.7569619658803539,0.3,1,0.397,1.2,75,trial 75,-2.628627137911405
75,-0.1,0.1,0.4968076201226044,0,2,1.2,0.9335991018025094,0.3,1,0.727,1.2,76,trial 76,2.672386212159716
76,-0.1,0.1,0.5068471418034621,1,2,1.2,2.0535178140525963,0.3,1,0.49700000000000005,1.2,77,trial 77,5.068397185801876
77,-0.1,0.1,0.5063510338539011,1,2,1.2,2.348222535876405,0.3,1,0.426,1.2,78,trial 78,5.126680428371133
78,-0.1,0.1,0.4128779633823927,1,2,1.2,3.3262972843692116,0.3,1,0.462,1.2,79,trial 79,8.704976875605983
79,-0.1,0.1,0.5146727296624535,1,2,1.2,3.6073706883528858,0.3,1,0.39899999999999997,1.2,80,trial 80,8.249477330512725
80,-0.1,0.1,0.4623983363556232,1,2,1.2,1.0319823478328822,0.3,1,0.474,1.2,81,trial 81,2.2765928652554983
81,-0.1,0.1,0.4417148473531704,1,2,1.2,2.0598314753381244,0.3,1,0.631,1.2,82,trial 82,7.136062237014222
82,-0.1,0.1,0.5011908256918135,1,2,1.2,0.5769889496187599,0.3,1,0.64,1.2,83,trial 83,1.3866167650790757
83,-0.1,0.1,0.5018449143599583,1,2,1.2,1.5992960071269406,0.3,1,1.055,1.2,84,trial 84,9.446684790220122
84,-0.1,0.1,0.4408937470123671,1,2,1.2,1.587648893534402,0.3,1,0.8390000000000001,1.2,85,trial 85,7.693818275767875
85,-0.1,0.1,0.4462962125991602,1,2,1.2,2.4095179715943367,0.3,1,0.494,1.2,86,trial 86,6.789661444794621
86,-0.1,0.1,0.5110183891474113,1,2,1.2,1.80463861234633,0.3,1,0.47700000000000004,1.2,87,trial 87,4.59881908554709
87,-0.1,0.1,0.4787142891869333,0,2,1.2,-0.9328633292860542,0.3,1,0.419,1.2,88,trial 88,-3.6825730874756397
88,-0.1,0.1,0.45942553162459604,1,2,1.2,3.9979413768898606,0.3,1,0.377,1.2,89,trial 89,7.7058834840576775
