,SP_m,SP_sd,SP_t,accuracy,drift_m,drift_sd,drift_t,ndt,participant,rt,threshold,trial
41,-0.1,0.1,0.48147427726363656,1,2,1.2,2.2823758054622494,0.3,1,0.378,1.2,42
42,-0.1,0.1,0.5004405802718317,1,2,1.2,4.5586706679374664,0.3,1,0.619,1.2,43
43,-0.1,0.1,0.47908043911186116,0,2,1.2,1.025533394918296,0.3,1,0.367,1.2,44
44,-0.1,0.1,0.4711107706147791,1,2,1.2,5.174282455699373,0.3,1,0.496,1.2,45
45,-0.1,0.1,0.43230189729725876,0,2,1.2,0.37767268238874263,0.3,1,0.42,1.2,46
46,-0.1,0.1,0.45783619315151697,1,2,1.2,0.7749329283881607,0.3,1,0.597,1.2,47
47,-0.1,0.1,0.44855208779806655,0,2,1.2,-1.1273210485645526,0.3,1,0.9590000000000001,1.2,48
48,-0.1,0.1,0.4514668094361178,1,2,1.2,1.6262787505653853,0.3,1,0.394,1.2,49
49,-0.1,0.1,0.45249191051229154,1,2,1.2,2.2175894483336784,0.3,1,0.4,1.2,50
50,-0.1,0.1,0.4479121559821784,1,2,1.2,5.293388152541315,0.3,1,0.381,1.2,51
51,-0.1,0.1,0.43311247309060835,1,2,1.2,5.723384989383931,0.3,1,0.45199999999999996,1.2,52
52,-0.1,0.1,0.4964888767446347,1,2,1.2,0.7463010171579183,0.3,1,0.6719999999999999,1.2,53
53,-0.1,0.1,0.3838962000902571,1,2,1.2,3.7306320750939808,0.3,1,0.565,1.2,54
54,-0.1,0.1,0.5565054350448845,1,2,1.2,2.8798619477316896,0.3,1,0.503,1.2,55
55,-0.1,0.1,0.42241032536444134,1,2,1.2,3.633438357295572,0.3,1,0.42,1.2,56
56,-0.1,0.1,0.4402469599655955,1,2,1.2,2.684513579763426,0.3,1,0.485,1.2,57
57,-0.1,0.1,0.3993696659840004,0,2,1.2,2.2106699016812654,0.3,1,0.44599999999999995,1.2,58
58,-0.1,0.1,0.4637171538405405,1,2,1.2,3.2360056145006055,0.3,1,0.5489999999999999,1.2,59
59,-0.1,0.1,0.49596196694128436,1,2,1.2,3.8477769776918906,0.3,1,0.5,1.2,60
60,-0.1,0.1,0.5006291554703173,0,2,1.2,0.7160528697631316,0.3,1,0.362,1.2,61
61,-0.1,0.1,0.4156086721799951,1,2,1.2,0.23939386388107176,0.3,1,0.683,1.2,62
62,-0.1,0.1,0.5026034224818234,1,2,1.2,1.3396466414950128,0.3,1,0.546,1.2,63
63,-0.1,0.1,0.3665292766522783,1,2,1.2,3.4342343724360678,0.3,1,1.099,1.2,64
64,-0.1,0.1,0.49010602079475113,1,2,1.2,2.7844302583034204,0.3,1,0.534,1.2,65
65,-0.1,0.1,0.4825621719802821,1,2,1.2,2.4423271327296585,0.3,1,0.511,1.2,66
66,-0.1,0.1,0.5222549977175647,1,2,1.2,2.877178214377316,0.3,1,0.366,1.2,67
67,-0.1,0.1,0.4534677644262952,1,2,1.2,4.050458184683068,0.3,1,0.53,1.2,68
68,-0.1,0.1,0.4824861844316669,1,2,1.2,1.0379523197275224,0.3,1,0.407,1.2,69
69,-0.1,0.1,0.48602123168953393,0,2,1.2,1.8189943244512123,0.3,1,0.427,1.2,70
70,-0.1,0.1,0.3265234320908891,1,2,1.2,2.1642757541696986,0.3,1,0.756,1.2,71
71,-0.1,0.1,0.4979099758823301,1,2,1.2,2.066725989673639,0.3,1,0.6839999999999999,1.2,72
72,-0.1,0.1,0.49337999600449073,1,2,1.2,1.2399695572932075,0.3,1,0.8069999999999999,1.2,73
73,-0.1,0.1,0.46362506423615296,1,2,1.2,2.3829950296030344,0.3,1,0.7,1.2,74
74,-0.1,0.1,0.479299718315482,0,2,1.2,-0.7569619658803539,0.3,1,0.397,1.2,75
75,-0.1,0.1,0.4968076201226044,0,2,1.2,0.9335991018025094,0.3,1,0.727,1.2,76
76,-0.1,0.1,0.5068471418034621,1,2,1.2,2.0535178140525963,0.3,1,0.497,1.2,77
77,-0.1,0.1,0.5063510338539011,1,2,1.2,2.348222535876405,0.3,1,0.426,1.2,78
78,-0.1,0.1,0.4128779633823927,1,2,1.2,3.326297284369212,0.3,1,0.46199999999999997,1.2,79
79,-0.1,0.1,0.5146727296624535,1,2,1.2,3.6073706883528858,0.3,1,0.399,1.2,80
80,-0.1,0.1,0.46239833635562316,1,2,1.2,1.0319823478328822,0.3,1,0.474,1.2,81
81,-0.1,0.1,0.4417148473531704,1,2,1.2,2.0598314753381244,0.3,1,0.631,1.2,82
82,-0.1,0.1,0.5011908256918135,1,2,1.2,0.5769889496187599,0.3,1,0.64,1.2,83
83,-0.1,0.1,0.5018449143599583,1,2,1.2,1.5992960071269406,0.3,1,1.055,1.2,84
84,-0.1,0.1,0.4408937470123671,1,2,1.2,1.587648893534402,0.3,1,0.839,1.2,85
85,-0.1,0.1,0.4462962125991602,1,2,1.2,2.4095179715943367,0.3,1,0.494,1.2,86
86,-0.1,0.1,0.5110183891474113,1,2,1.2,1.80463861234633,0.3,1,0.477,1.2,87
87,-0.1,0.1,0.4787142891869333,0,2,1.2,-0.9328633292860542,0.3,1,0.419,1.2,88
88,-0.1,0.1,0.459425531624596,1,2,1.2,3.9979413768898606,0.3,1,0.377,1.2,89
89,-0.1,0.1,0.4393472658414378,1,2,1.2,2.113012051296981,0.3,1,0.621,1.2,90
90,-0.1,0.1,0.5504675488088283,1,2,1.2,2.5333163118752284,0.3,1,0.5569999999999999,1.2,91
91,-0.1,0.1,0.47654444008314917,1,2,1.2,2.9283053588337506,0.3,1,0.476,1.2,92
92,-0.1,0.1,0.37892357346441663,1,2,1.2,-0.5161526066402828,0.3,1,0.414,1.2,93
93,-0.1,0.1,0.43567169718075827,0,2,1.2,0.8605807020673124,0.3,1,0.396,1.2,94
94,-0.1,0.1,0.4478933611609919,1,2,1.2,3.8681673427552967,0.3,1,0.617,1.2,95
95,-0.1,0.1,0.4703719610119717,1,2,1.2,1.4046550893770104,0.3,1,0.397,1.2,96
96,-0.1,0.1,0.4173313449038272,1,2,1.2,2.2834076143450734,0.3,1,0.579,1.2,97
97,-0.1,0.1,0.5107774722392844,1,2,1.2,2.477970344627369,0.3,1,0.408,1.2,98
98,-0.1,0.1,0.4532262534357506,1,2,1.2,3.06164497078601,0.3,1,0.40599999999999997,1.2,99
99,-0.1,0.1,0.4355668628382322,1,2,1.2,1.3083948628968824,0.3,1,0.6839999999999999,1.2,100
100,-0.1,0.1,0.46876988229363725,1,2,1.2,3.671488395244684,0.3,1,0.408,1.2,101
101,-0.1,0.1,0.41179915200206285,1,2,1.2,1.449164327282678,0.3,1,0.575,1.2,102
102,-0.1,0.1,0.467954439107906,1,2,1.2,4.463154749083537,0.3,1,0.398,1.2,103
103,-0.1,0.1,0.39973890962362424,1,2,1.2,2.292974699806906,0.3,1,0.395,1.2,104
104,-0.1,0.1,0.43068627558096206,1,2,1.2,0.9972690223733385,0.3,1,0.628,1.2,105
105,-0.1,0.1,0.4319273129682824,1,2,1.2,3.11205730802555,0.3,1,0.6699999999999999,1.2,106
106,-0.1,0.1,0.5276730189841436,1,2,1.2,2.956193698526434,0.3,1,0.6579999999999999,1.2,107
107,-0.1,0.1,0.4464292078622448,1,2,1.2,1.5225061135019478,0.3,1,0.601,1.2,108
108,-0.1,0.1,0.38553504451458487,1,2,1.2,3.334772921738356,0.3,1,0.44899999999999995,1.2,109
109,-0.1,0.1,0.39480119527207325,1,2,1.2,0.9772864235814476,0.3,1,0.423,1.2,110
110,-0.1,0.1,0.4446685145460272,0,2,1.2,2.5320292662082076,0.3,1,0.698,1.2,111
111,-0.1,0.1,0.4278252548173889,1,2,1.2,0.9424155856642338,0.3,1,0.649,1.2,112
112,-0.1,0.1,0.46215148492556757,1,2,1.2,3.104077224788546,0.3,1,0.528,1.2,113
113,-0.1,0.1,0.4529113498586569,1,2,1.2,2.4184250218595715,0.3,1,0.911,1.2,114
114,-0.1,0.1,0.41083551949527436,1,2,1.2,0.8950133105690741,0.3,1,0.8049999999999999,1.2,115
115,-0.1,0.1,0.36707940406106676,1,2,1.2,3.2403758134990825,0.3,1,0.474,1.2,116
116,-0.1,0.1,0.4545897746081673,1,2,1.2,1.1302005353549194,0.3,1,1.201,1.2,117
117,-0.1,0.1,0.48341199401788987,1,2,1.2,2.796832195620261,0.3,1,0.512,1.2,118
118,-0.1,0.1,0.5114768476490114,1,2,1.2,2.3021279319883527,0.3,1,0.421,1.2,119
119,-0.1,0.1,0.4714415691433102,1,2,1.2,2.8238348482359723,0.3,1,0.399,1.2,120
120,-0.1,0.1,0.4629471246644824,1,2,1.2,2.484173075068292,0.3,1,0.383,1.2,121
121,-0.1,0.1,0.5253912531092655,1,2,1.2,2.7508148098578595,0.3,1,0.359,1.2,122
122,-0.1,0.1,0.432118966309684,1,2,1.2,2.4312363284603347,0.3,1,0.396,1.2,123
123,-0.1,0.1,0.4614917219834767,0,2,1.2,-0.4586377082973643,0.3,1,0.6539999999999999,1.2,124
124,-0.1,0.1,0.5314550717892479,1,2,1.2,1.6727945661763581,0.3,1,0.442,1.2,125
125,-0.1,0.1,0.4629178283781062,1,2,1.2,2.437277087196712,0.3,1,0.381,1.2,126
126,-0.1,0.1,0.45619293342660416,0,2,1.2,1.5388740458606547,0.3,1,0.413,1.2,127
127,-0.1,0.1,0.3926988729678992,1,2,1.2,2.6947955282650398,0.3,1,0.518,1.2,128
128,-0.1,0.1,0.4114359108603947,1,2,1.2,0.594765298201696,0.3,1,0.992,1.2,129
129,-0.1,0.1,0.42605849297237053,1,2,1.2,3.49640799357332,0.3,1,0.43,1.2,130
130,-0.1,0.1,0.46522374956387436,1,2,1.2,3.9465196122127475,0.3,1,0.647,1.2,131
131,-0.1,0.1,0.5278698362954772,1,2,1.2,0.7823375558679435,0.3,1,0.376,1.2,132
132,-0.1,0.1,0.38506335108857903,1,2,1.2,0.9886835048485845,0.3,1,0.54,1.2,133
133,-0.1,0.1,0.3908924906710734,0,2,1.2,0.966200752047407,0.3,1,0.9259999999999999,1.2,134
134,-0.1,0.1,0.4103187943914004,1,2,1.2,2.8686415136018018,0.3,1,0.518,1.2,135
135,-0.1,0.1,0.5191820753296965,1,2,1.2,2.377552702879973,0.3,1,0.403,1.2,136
136,-0.1,0.1,0.43501117642940523,0,2,1.2,1.3958631680343467,0.3,1,0.498,1.2,137
137,-0.1,0.1,0.37652671085311806,0,2,1.2,0.4756539389608181,0.3,1,0.373,1.2,138
138,-0.1,0.1,0.4724398778064441,1,2,1.2,2.993447507510134,0.3,1,0.548,1.2,139
139,-0.1,0.1,0.47112655767488393,1,2,1.2,2.988643635430262,0.3,1,0.522,1.2,140
140,-0.1,0.1,0.40932943357064894,1,2,1.2,3.1258437739501166,0.3,1,0.472,1.2,141
141,-0.1,0.1,0.4385457811038201,1,2,1.2,0.9488090361250607,0.3,1,0.434,1.2,142
142,-0.1,0.1,0.4541276578873595,0,2,1.2,1.222981227692385,0.3,1,0.5700000000000001,1.2,143
143,-0.1,0.1,0.4408210980034462,1,2,1.2,2.4802121225711335,0.3,1,0.412,1.2,144
144,-0.1,0.1,0.49927400000689803,1,2,1.2,2.075644663957087,0.3,1,0.419,1.2,145
145,-0.1,0.1,0.49171205396141526,0,2,1.2,0.5417289183687248,0.3,1,0.604,1.2,146
146,-0.1,0.1,0.517149169253718,1,2,1.2,3.616650974437029,0.3,1,0.432,1.2,147
147,-0.1,0.1,0.45864582003071186,1,2,1.2,2.338876547059216,0.3,1,0.5840000000000001,1.2,148
148,-0.1,0.1,0.5232350388092808,1,2,1.2,1.1328377784727324,0.3,1,0.653,1.2,149
149,-0.1,0.1,0.45226068386217955,0,2,1.2,1.9654899561992454,0.3,1,0.356,1.2,150
150,-0.1,0.1,0.4703389589523725,1,2,1.2,5.224510392589501,0.3,1,0.44999999999999996,1.2,151
151,-0.1,0.1,0.49935557407735676,1,2,1.2,2.925610887888673,0.3,1,0.5840000000000001,1.2,152
152,-0.1,0.1,0.4396146087849929,1,2,1.2,1.832148879478875,0.3,1,0.404,1.2,153
153,-0.1,0.1,0.46320929858646137,1,2,1.2,4.557929661162293,0.3,1,0.47,1.2,154
154,-0.1,0.1,0.48612970820940116,1,2,1.2,2.8706420197774634,0.3,1,0.394,1.2,155
155,-0.1,0.1,0.4343092315633077,1,2,1.2,3.2167059786559697,0.3,1,0.45999999999999996,1.2,156
156,-0.1,0.1,0.4567030272742169,1,2,1.2,3.387235285662018,0.3,1,0.5880000000000001,1.2,157
157,-0.1,0.1,0.4623481362039721,1,2,1.2,0.35405983017099585,0.3,1,0.659,1.2,158
158,-0.1,0.1,0.47116269655504667,1,2,1.2,1.301252234396547,0.3,1,0.747,1.2,159
159,-0.1,0.1,0.42437579901548106,1,2,1.2,1.9639518240590799,0.3,1,0.8560000000000001,1.2,160
160,-0.1,0.1,0.46507903728738564,1,2,1.2,0.2172918364398917,0.3,1,0.595,1.2,161
161,-0.1,0.1,0.4402304447518144,1,2,1.2,-1.012974678056152,0.3,1,0.482,1.2,162
162,-0.1,0.1,0.5370534314943155,1,2,1.2,0.3522256458391222,0.3,1,0.863,1.2,163
163,-0.1,0.1,0.45416676030125114,1,2,1.2,2.1672763026122426,0.3,1,0.8400000000000001,1.2,164
164,-0.1,0.1,0.40200342202265915,1,2,1.2,1.9728589249688335,0.3,1,0.394,1.2,165
165,-0.1,0.1,0.4001126429227212,1,2,1.2,1.1577833601111513,0.3,1,0.602,1.2,166
166,-0.1,0.1,0.4646640835761935,1,2,1.2,0.9678888185640533,0.3,1,1.054,1.2,167
167,-0.1,0.1,0.5028093855486075,1,2,1.2,4.638619690576288,0.3,1,0.517,1.2,168
168,-0.1,0.1,0.5344051377856659,1,2,1.2,2.0499300966873997,0.3,1,0.714,1.2,169
169,-0.1,0.1,0.459570203450234,1,2,1.2,2.8886925249013142,0.3,1,0.596,1.2,170
170,-0.1,0.1,0.41931701488927003,1,2,1.2,2.7189001773238095,0.3,1,0.673,1.2,171
171,-0.1,0.1,0.4623665567242863,1,2,1.2,0.5512395254737184,0.3,1,0.9239999999999999,1.2,172
172,-0.1,0.1,0.436925066038288,1,2,1.2,1.3770865242256352,0.3,1,0.379,1.2,173
173,-0.1,0.1,0.46445288152162256,1,2,1.2,2.5035688658402337,0.3,1,0.9279999999999999,1.2,174
174,-0.1,0.1,0.43411574611879333,1,2,1.2,3.100039267116008,0.3,1,0.621,1.2,175
175,-0.1,0.1,0.4828635296924177,1,2,1.2,3.6721685823410235,0.3,1,0.386,1.2,176
176,-0.1,0.1,0.43445244826094587,1,2,1.2,2.5147262326353066,0.3,1,0.6859999999999999,1.2,177
177,-0.1,0.1,0.5008982171967805,1,2,1.2,5.31346385581638,0.3,1,0.33699999999999997,1.2,178
178,-0.1,0.1,0.45339316239720023,1,2,1.2,3.4582639096181156,0.3,1,0.723,1.2,179
179,-0.1,0.1,0.5154426295604515,1,2,1.2,2.196529130059561,0.3,1,0.347,1.2,180
180,-0.1,0.1,0.5199522884700374,1,2,1.2,4.500694756804575,0.3,1,0.544,1.2,181
181,-0.1,0.1,0.4604322744584274,1,2,1.2,2.627171842149368,0.3,1,0.499,1.2,182
182,-0.1,0.1,0.551109479632296,1,2,1.2,2.5032291234281505,0.3,1,0.34099999999999997,1.2,183
183,-0.1,0.1,0.49844322275352343,1,2,1.2,2.0897051313395836,0.3,1,0.511,1.2,184
184,-0.1,0.1,0.40932935937448783,1,2,1.2,0.9105428187795901,0.3,1,0.427,1.2,185
185,-0.1,0.1,0.4572147091181256,0,2,1.2,0.46445436033620946,0.3,1,0.768,1.2,186
186,-0.1,0.1,0.399631486236471,0,2,1.2,2.677463067112387,0.3,1,0.46399999999999997,1.2,187
187,-0.1,0.1,0.4225446880505902,1,2,1.2,3.515432487396116,0.3,1,0.744,1.2,188
188,-0.1,0.1,0.48928418178902355,1,2,1.2,1.1300012996178195,0.3,1,0.513,1.2,189
189,-0.1,0.1,0.4214048422305571,1,2,1.2,2.954511870492591,0.3,1,0.40499999999999997,1.2,190
190,-0.1,0.1,0.4952476176522537,0,2,1.2,-0.1522061439923288,0.3,1,0.45099999999999996,1.2,191
191,-0.1,0.1,0.4058727681231389,1,2,1.2,2.2681269242037727,0.3,1,0.433,1.2,192
192,-0.1,0.1,0.5307699272296909,1,2,1.2,0.1964649001223311,0.3,1,0.438,1.2,193
193,-0.1,0.1,0.39548817988657065,1,2,1.2,2.334308582134411,0.3,1,0.536,1.2,194
194,-0.1,0.1,0.42641542278351574,1,2,1.2,2.5336856831887298,0.3,1,0.511,1.2,195
195,-0.1,0.1,0.5069506688283364,1,2,1.2,3.3882399970291894,0.3,1,0.408,1.2,196
196,-0.1,0.1,0.45631475273991445,1,2,1.2,1.864773892157256,0.3,1,0.6559999999999999,1.2,197
197,-0.1,0.1,0.43556956246491263,1,2,1.2,4.774573437095457,0.3,1,0.421,1.2,198
198,-0.1,0.1,0.4792314480428086,1,2,1.2,1.0922380118390038,0.3,1,0.861,1.2,199
199,-0.1,0.1,0.485711468402042,1,2,1.2,2.030959163437254,0.3,1,0.413,1.2,200
200,-0.1,0.1,0.5554646081348662,1,2,1.2,2.0744912581596417,0.3,1,0.348,1.2,201
201,-0.1,0.1,0.47314835296355595,0,2,1.2,2.7426320843709258,0.3,1,0.417,1.2,202
202,-0.1,0.1,0.40952629666089596,1,2,1.2,2.4992801782367833,0.3,1,0.396,1.2,203
203,-0.1,0.1,0.5054334555823361,0,2,1.2,0.6811932868182342,0.3,1,0.409,1.2,204
204,-0.1,0.1,0.45052002775312955,1,2,1.2,1.9728467184032301,0.3,1,0.51,1.2,205
205,-0.1,0.1,0.5152399861212522,1,2,1.2,1.8657907497702575,0.3,1,0.505,1.2,206
206,-0.1,0.1,0.40825928208419643,1,2,1.2,2.7840491236925855,0.3,1,0.372,1.2,207
207,-0.1,0.1,0.4947567324313566,1,2,1.2,2.6850673341018827,0.3,1,0.411,1.2,208
208,-0.1,0.1,0.4570552038386434,1,2,1.2,3.2512197651365744,0.3,1,0.7050000000000001,1.2,209
209,-0.1,0.1,0.4709205590663239,1,2,1.2,1.329677026897123,0.3,1,0.696,1.2,210
210,-0.1,0.1,0.5118776529899766,1,2,1.2,0.9628532580636082,0.3,1,0.5660000000000001,1.2,211
211,-0.1,0.1,0.44536778509595376,1,2,1.2,3.4055830172031296,0.3,1,0.383,1.2,212
212,-0.1,0.1,0.49067779346489976,1,2,1.2,4.255600166172375,0.3,1,0.362,1.2,213
213,-0.1,0.1,0.4130051714453527,1,2,1.2,2.6238920305031774,0.3,1,0.421,1.2,214
214,-0.1,0.1,0.43852086501145177,1,2,1.2,3.9425368239131138,0.3,1,0.46399999999999997,1.2,215
215,-0.1,0.1,0.47544919481414327,1,2,1.2,2.1811143418794483,0.3,1,0.441,1.2,216
216,-0.1,0.1,0.4870166172652729,1,2,1.2,2.7223639915078266,0.3,1,0.594,1.2,217
217,-0.1,0.1,0.4151919926889516,1,2,1.2,2.1504742217077464,0.3,1,0.386,1.2,218
218,-0.1,0.1,0.4313767511689527,1,2,1.2,2.0063186770363934,0.3,1,0.372,1.2,219
219,-0.1,0.1,0.4233400789585635,1,2,1.2,2.1792798414438725,0.3,1,0.747,1.2,220
220,-0.1,0.1,0.4514012983813712,1,2,1.2,0.3478838561696138,0.3,1,0.9550000000000001,1.2,221
221,-0.1,0.1,0.4476407211866298,1,2,1.2,1.0155417004712648,0.3,1,0.712,1.2,222
222,-0.1,0.1,0.5184722706751559,1,2,1.2,2.2156549219002457,0.3,1,0.371,1.2,223
223,-0.1,0.1,0.42157670337930064,1,2,1.2,1.3504273054534885,0.3,1,0.638,1.2,224
224,-0.1,0.1,0.4806181071646888,1,2,1.2,3.1964984149481452,0.3,1,0.45399999999999996,1.2,225
225,-0.1,0.1,0.49558653537216185,0,2,1.2,-0.3646432727475548,0.3,1,0.515,1.2,226
226,-0.1,0.1,0.480490857300508,1,2,1.2,1.8216056527338138,0.3,1,0.437,1.2,227
227,-0.1,0.1,0.4694714435595666,1,2,1.2,0.48427507958749505,0.3,1,0.46399999999999997,1.2,228
228,-0.1,0.1,0.5025131784753925,1,2,1.2,1.9570151507809692,0.3,1,0.384,1.2,229
229,-0.1,0.1,0.4751495035972454,1,2,1.2,0.06205058216073889,0.3,1,0.556,1.2,230
230,-0.1,0.1,0.425867160751841,0,2,1.2,0.07435101625796281,0.3,1,0.46099999999999997,1.2,231
231,-0.1,0.1,0.4786188163878865,1,2,1.2,3.4713289827663067,0.3,1,0.437,1.2,232
232,-0.1,0.1,0.4445367590150825,0,2,1.2,0.8565432154263148,0.3,1,0.531,1.2,233
233,-0.1,0.1,0.5001320102782718,1,2,1.2,1.7217145978248671,0.3,1,0.434,1.2,234
234,-0.1,0.1,0.5011542459384698,1,2,1.2,3.843482790767106,0.3,1,0.432,1.2,235
235,-0.1,0.1,0.45351722703498154,1,2,1.2,3.227817302506285,0.3,1,0.472,1.2,236
236,-0.1,0.1,0.42084802977818003,1,2,1.2,1.8979568896319818,0.3,1,0.505,1.2,237
237,-0.1,0.1,0.47209789194011764,1,2,1.2,-0.5258944501360152,0.3,1,0.996,1.2,238
238,-0.1,0.1,0.4656305742438217,1,2,1.2,2.800298931201893,0.3,1,0.544,1.2,239
239,-0.1,0.1,0.5423870720602942,1,2,1.2,-0.5533525901344674,0.3,1,0.428,1.2,240
240,-0.1,0.1,0.4434262614192889,1,2,1.2,2.9306194139193322,0.3,1,0.392,1.2,241
241,-0.1,0.1,0.4371689182259549,1,2,1.2,2.6851670926457207,0.3,1,0.659,1.2,242
242,-0.1,0.1,0.4470192171238065,1,2,1.2,2.3082552405983994,0.3,1,0.7929999999999999,1.2,243
243,-0.1,0.1,0.45149334223831683,1,2,1.2,1.7472573667771996,0.3,1,0.401,1.2,244
244,-0.1,0.1,0.49479314946655767,1,2,1.2,3.3552114189446467,0.3,1,0.411,1.2,245
245,-0.1,0.1,0.46449467606054523,1,2,1.2,2.3407099315641093,0.3,1,0.377,1.2,246
246,-0.1,0.1,0.4814677580951231,1,2,1.2,1.8978378075960398,0.3,1,0.49,1.2,247
247,-0.1,0.1,0.5194227467170522,1,2,1.2,4.173853597031865,0.3,1,0.4,1.2,248
248,-0.1,0.1,0.49412494075787144,1,2,1.2,2.423207017774146,0.3,1,0.413,1.2,249
249,-0.1,0.1,0.4180120034603243,1,2,1.2,1.2620781468147482,0.3,1,0.935,1.2,250
250,-0.1,0.1,0.470931947579054,1,2,1.2,4.0696574200894196,0.3,1,0.52,1.2,251
251,-0.1,0.1,0.4499328547992496,1,2,1.2,2.45425148828019,0.3,1,0.567,1.2,252
252,-0.1,0.1,0.517554187721989,1,2,1.2,-0.0915084066228351,0.3,1,0.359,1.2,253
253,-0.1,0.1,0.44557525267354914,1,2,1.2,0.6724602788510712,0.3,1,0.45399999999999996,1.2,254
254,-0.1,0.1,0.4199903065573846,1,2,1.2,3.0428695129942365,0.3,1,0.393,1.2,255
255,-0.1,0.1,0.4611763411002865,1,2,1.2,1.8863871999165711,0.3,1,0.592,1.2,256
256,-0.1,0.1,0.464339541922426,1,2,1.2,2.137182584839701,0.3,1,0.409,1.2,257
257,-0.1,0.1,0.48154578801808623,1,2,1.2,2.4520637038379167,0.3,1,0.431,1.2,258
258,-0.1,0.1,0.4706020065893865,1,2,1.2,3.5497905132426073,0.3,1,0.43,1.2,259
