,SP_m,SP_sd,SP_t,accuracy,drift_m,drift_sd,drift_t,ndt,participant,rt,threshold,trial
259,-0.1,0.1,0.4510023036552398,1,2,1.2,0.745858745562664,0.3,1,0.641,1.2,260
260,-0.1,0.1,0.42825732817097745,1,2,1.2,2.809163217582899,0.3,1,0.354,1.2,261
261,-0.1,0.1,0.47623037666051293,1,2,1.2,1.4107048242059617,0.3,1,0.6619999999999999,1.2,262
262,-0.1,0.1,0.4330856736072328,1,2,1.2,2.108290302786655,0.3,1,0.6599999999999999,1.2,263
263,-0.1,0.1,0.4926667676359227,1,2,1.2,1.3556912211260879,0.3,1,0.9339999999999999,1.2,264
264,-0.1,0.1,0.4677304366889406,1,2,1.2,2.609068955687254,0.3,1,0.391,1.2,265
265,-0.1,0.1,0.4511256651719157,1,2,1.2,2.837695225887452,0.3,1,0.525,1.2,266
266,-0.1,0.1,0.5175635259414694,1,2,1.2,4.063363714244133,0.3,1,0.355,1.2,267
267,-0.1,0.1,0.4270831550551492,1,2,1.2,-0.1304405904679209,0.3,1,0.624,1.2,268
268,-0.1,0.1,0.4441041154145297,1,2,1.2,2.031215753940027,0.3,1,0.633,1.2,269
269,-0.1,0.1,0.41806082705525055,1,2,1.2,3.23361311970838,0.3,1,0.55,1.2,270
270,-0.1,0.1,0.5566268267406779,1,2,1.2,1.2716323452675566,0.3,1,0.6819999999999999,1.2,271
271,-0.1,0.1,0.4002260540599619,0,2,1.2,0.19543742141159015,0.3,1,0.497,1.2,272
272,-0.1,0.1,0.4964488581575747,1,2,1.2,3.4819018688555614,0.3,1,0.419,1.2,273
273,-0.1,0.1,0.48194643996327574,1,2,1.2,1.5783058274198036,0.3,1,0.355,1.2,274
274,-0.1,0.1,0.4440988844367734,1,2,1.2,1.30765098034296,0.3,1,0.659,1.2,275
275,-0.1,0.1,0.4630839078878443,1,2,1.2,1.3500431192371822,0.3,1,0.513,1.2,276
276,-0.1,0.1,0.48050638300696774,1,2,1.2,2.3736604018225744,0.3,1,0.755,1.2,277
277,-0.1,0.1,0.43122432384032167,0,2,1.2,1.4040037873050268,0.3,1,0.9810000000000001,1.2,278
278,-0.1,0.1,0.445901091011479,1,2,1.2,3.7358548574079533,0.3,1,0.45599999999999996,1.2,279
279,-0.1,0.1,0.3918982554741011,1,2,1.2,2.9989277971554484,0.3,1,0.5820000000000001,1.2,280
280,-0.1,0.1,0.4191459606673343,1,2,1.2,1.896222691016868,0.3,1,0.423,1.2,281
281,-0.1,0.1,0.5352790011747218,1,2,1.2,1.9113289084382896,0.3,1,0.63,1.2,282
282,-0.1,0.1,0.48430450079589915,1,2,1.2,3.830302302368921,0.3,1,0.475,1.2,283
283,-0.1,0.1,0.4387479334320386,1,2,1.2,0.8634052946317579,0.3,1,0.712,1.2,284
284,-0.1,0.1,0.4933683838636691,1,2,1.2,1.6392865008717665,0.3,1,0.5820000000000001,1.2,285
285,-0.1,0.1,0.4639104153059432,1,2,1.2,1.780195461467742,0.3,1,0.593,1.2,286
286,-0.1,0.1,0.37800518678758144,1,2,1.2,1.7570258576535995,0.3,1,0.8320000000000001,1.2,287
287,-0.1,0.1,0.4782359540211291,1,2,1.2,1.6973231613960864,0.3,1,0.387,1.2,288
288,-0.1,0.1,0.49969804335445456,1,2,1.2,1.6548537206941378,0.3,1,0.546,1.2,289
289,-0.1,0.1,0.4757313214683021,0,2,1.2,2.0093908912594607,0.3,1,0.428,1.2,290
290,-0.1,0.1,0.43651377673013425,1,2,1.2,4.43111584891695,0.3,1,0.431,1.2,291
291,-0.1,0.1,0.5006449010673318,1,2,1.2,3.5438387595707086,0.3,1,0.577,1.2,292
292,-0.1,0.1,0.5372096440788696,1,2,1.2,4.356065941082418,0.3,1,0.505,1.2,293
293,-0.1,0.1,0.41812840999080336,0,2,1.2,0.33333431219270415,0.3,1,0.42,1.2,294
294,-0.1,0.1,0.4227802683888714,0,2,1.2,1.8586309016632179,0.3,1,0.443,1.2,295
295,-0.1,0.1,0.4687210586884361,0,2,1.2,2.1975405307578493,0.3,1,0.474,1.2,296
296,-0.1,0.1,0.44028659449530855,1,2,1.2,1.3916744615932704,0.3,1,0.5740000000000001,1.2,297
297,-0.1,0.1,0.439026573895626,1,2,1.2,2.934169677991984,0.3,1,0.44999999999999996,1.2,298
298,-0.1,0.1,0.45503396910293836,1,2,1.2,1.5127113111200332,0.3,1,1.2,1.2,299
299,-0.1,0.1,0.4078282099861519,1,2,1.2,2.6434860551946735,0.3,1,0.534,1.2,300
300,-0.1,0.1,0.49044113790798705,0,2,1.2,1.2921595970617914,0.3,1,0.397,1.2,301
301,-0.1,0.1,0.48605564768204884,1,2,1.2,2.1703535467616355,0.3,1,0.44,1.2,302
302,-0.1,0.1,0.4054164954169034,1,2,1.2,2.5615014972440124,0.3,1,0.499,1.2,303
303,-0.1,0.1,0.49252448845819213,1,2,1.2,0.4655327950959234,0.3,1,0.7070000000000001,1.2,304
304,-0.1,0.1,0.39897692459519996,1,2,1.2,2.418353332572598,0.3,1,0.45299999999999996,1.2,305
305,-0.1,0.1,0.4847426810042567,1,2,1.2,2.5759491792668676,0.3,1,0.359,1.2,306
306,-0.1,0.1,0.48907991179634086,1,2,1.2,1.837182959560641,0.3,1,0.431,1.2,307
307,-0.1,0.1,0.4333476301974745,1,2,1.2,-0.5956375271229022,0.3,1,0.493,1.2,308
308,-0.1,0.1,0.38749828362751804,1,2,1.2,1.1788284856917006,0.3,1,0.768,1.2,309
309,-0.1,0.1,0.4583592820405505,1,2,1.2,4.076633997819803,0.3,1,0.391,1.2,310
310,-0.1,0.1,0.45847740964950967,1,2,1.2,3.2410516004705743,0.3,1,0.403,1.2,311
311,-0.1,0.1,0.5272188094068231,1,2,1.2,1.3509087924497751,0.3,1,0.698,1.2,312
312,-0.1,0.1,0.45715875688541674,1,2,1.2,3.018019089229095,0.3,1,0.421,1.2,313
313,-0.1,0.1,0.39704115153616837,1,2,1.2,0.7442765475371378,0.3,1,0.612,1.2,314
314,-0.1,0.1,0.515611692477574,1,2,1.2,3.6474235354948688,0.3,1,0.419,1.2,315
315,-0.1,0.1,0.45575430695635555,1,2,1.2,2.3252021504616582,0.3,1,0.40599999999999997,1.2,316
316,-0.1,0.1,0.43156148508270653,1,2,1.2,0.7116845615503506,0.3,1,0.962,1.2,317
317,-0.1,0.1,0.4730526114992629,1,2,1.2,2.381179292178458,0.3,1,0.492,1.2,318
318,-0.1,0.1,0.49202047221119843,1,2,1.2,4.4858652453449785,0.3,1,0.432,1.2,319
319,-0.1,0.1,0.46363804775177975,1,2,1.2,0.5287512765088684,0.3,1,1.071,1.2,320
320,-0.1,0.1,0.3771735143320563,0,2,1.2,0.3659116835100078,0.3,1,1.722,1.2,321
321,-0.1,0.1,0.4183851413424527,1,2,1.2,0.8980051183318751,0.3,1,0.644,1.2,322
322,-0.1,0.1,0.46851586773008863,1,2,1.2,1.2329340851660384,0.3,1,0.618,1.2,323
323,-0.1,0.1,0.4575309594315914,1,2,1.2,2.6402031988586754,0.3,1,0.507,1.2,324
324,-0.1,0.1,0.46538522021669065,1,2,1.2,2.026086653115495,0.3,1,0.376,1.2,325
325,-0.1,0.1,0.41029947209804324,0,2,1.2,2.2434930817089325,0.3,1,0.368,1.2,326
326,-0.1,0.1,0.429576910094108,1,2,1.2,0.7540379704156741,0.3,1,0.753,1.2,327
327,-0.1,0.1,0.43789155481561054,1,2,1.2,3.661214027165705,0.3,1,0.437,1.2,328
328,-0.1,0.1,0.4424506549061149,1,2,1.2,2.769208476521616,0.3,1,0.749,1.2,329
329,-0.1,0.1,0.41439003598682245,1,2,1.2,1.1417124846340831,0.3,1,0.51,1.2,330
330,-0.1,0.1,0.44366852304083815,1,2,1.2,1.350316028838406,0.3,1,0.44,1.2,331
331,-0.1,0.1,0.45452976122559086,1,2,1.2,2.4643499563898845,0.3,1,0.363,1.2,332
332,-0.1,0.1,0.49570950457956936,1,2,1.2,2.258884889705942,0.3,1,0.518,1.2,333
333,-0.1,0.1,0.4873968192692273,1,2,1.2,3.8386336742486398,0.3,1,0.384,1.2,334
334,-0.1,0.1,0.4687363748877892,1,2,1.2,1.9745990989813833,0.3,1,0.614,1.2,335
335,-0.1,0.1,0.43095060903829135,1,2,1.2,2.705938471123906,0.3,1,0.44899999999999995,1.2,336
336,-0.1,0.1,0.5357135335004801,1,2,1.2,2.8718315339644223,0.3,1,0.376,1.2,337
337,-0.1,0.1,0.4718666689848908,1,2,1.2,2.4442037684727422,0.3,1,0.389,1.2,338
338,-0.1,0.1,0.4167612575480813,0,2,1.2,1.1588813982776487,0.3,1,0.7969999999999999,1.2,339
339,-0.1,0.1,0.3819115299777212,1,2,1.2,2.3609649368283416,0.3,1,0.607,1.2,340
340,-0.1,0.1,0.44227878030660606,1,2,1.2,3.7954808126461135,0.3,1,0.587,1.2,341
341,-0.1,0.1,0.39450699561146907,1,2,1.2,2.2259248659060242,0.3,1,0.714,1.2,342
342,-0.1,0.1,0.44763794344495444,0,2,1.2,0.4929582700100086,0.3,1,0.391,1.2,343
343,-0.1,0.1,0.46622474158941885,1,2,1.2,2.182145068054317,0.3,1,0.46699999999999997,1.2,344
344,-0.1,0.1,0.4643167806789892,1,2,1.2,2.0430755480765637,0.3,1,0.544,1.2,345
345,-0.1,0.1,0.45058547307699637,1,2,1.2,0.8602711820803703,0.3,1,1.3170000000000002,1.2,346
346,-0.1,0.1,0.4009301270969658,1,2,1.2,2.6754914532206624,0.3,1,0.44699999999999995,1.2,347
347,-0.1,0.1,0.49981149959192794,1,2,1.2,2.9696926806735564,0.3,1,0.45399999999999996,1.2,348
348,-0.1,0.1,0.48171397816570416,1,2,1.2,2.4761083738263987,0.3,1,0.565,1.2,349
349,-0.1,0.1,0.4096097589693206,1,2,1.2,1.1336942978638458,0.3,1,0.368,1.2,350
350,-0.1,0.1,0.4832432648308013,1,2,1.2,2.773051546173343,0.3,1,0.72,1.2,351
351,-0.1,0.1,0.4695321307914084,1,2,1.2,1.5478242723474374,0.3,1,0.598,1.2,352
352,-0.1,0.1,0.43958622251969304,1,2,1.2,2.4960353775524124,0.3,1,0.353,1.2,353
353,-0.1,0.1,0.4799967867126181,1,2,1.2,3.830987103443073,0.3,1,0.44799999999999995,1.2,354
354,-0.1,0.1,0.4251307464697035,1,2,1.2,3.3031087406508832,0.3,1,0.899,1.2,355
355,-0.1,0.1,0.4461609241309805,1,2,1.2,2.8201191190155193,0.3,1,0.613,1.2,356
356,-0.1,0.1,0.4825211956354149,1,2,1.2,2.061088223539854,0.3,1,0.386,1.2,357
357,-0.1,0.1,0.40426786812280935,1,2,1.2,3.598249831425771,0.3,1,0.483,1.2,358
358,-0.1,0.1,0.5291484064940766,1,2,1.2,2.2172563951222974,0.3,1,0.373,1.2,359
359,-0.1,0.1,0.5352032701606624,0,2,1.2,0.9755016149058016,0.3,1,0.7929999999999999,1.2,360
360,-0.1,0.1,0.43918621402612745,0,2,1.2,1.9565460662137437,0.3,1,0.6519999999999999,1.2,361
361,-0.1,0.1,0.4349930852375927,1,2,1.2,3.1583072926802527,0.3,1,0.679,1.2,362
362,-0.1,0.1,0.47926553064134936,1,2,1.2,1.006365422428209,0.3,1,0.495,1.2,363
363,-0.1,0.1,0.4340427158147205,1,2,1.2,1.073618270282569,0.3,1,0.736,1.2,364
364,-0.1,0.1,0.5201725557167823,1,2,1.2,1.4175632657741892,0.3,1,0.393,1.2,365
365,-0.1,0.1,0.4511415850393521,1,2,1.2,3.339027464769339,0.3,1,0.349,1.2,366
366,-0.1,0.1,0.44517972635237474,1,2,1.2,0.5809475962159505,0.3,1,0.7030000000000001,1.2,367
367,-0.1,0.1,0.5114548212456599,1,2,1.2,2.5176763502675152,0.3,1,0.388,1.2,368
368,-0.1,0.1,0.429229842800013,1,2,1.2,3.105446415556172,0.3,1,0.515,1.2,369
369,-0.1,0.1,0.4411309551944505,1,2,1.2,0.9778234135530439,0.3,1,0.46399999999999997,1.2,370
370,-0.1,0.1,0.459676879349239,1,2,1.2,2.003714831942883,0.3,1,0.45099999999999996,1.2,371
371,-0.1,0.1,0.45436342604809715,0,2,1.2,1.8985991303249594,0.3,1,0.475,1.2,372
372,-0.1,0.1,0.5061294361701916,1,2,1.2,3.089048890522271,0.3,1,0.37,1.2,373
373,-0.1,0.1,0.44971689857471325,1,2,1.2,2.69105305379823,0.3,1,0.497,1.2,374
374,-0.1,0.1,0.5090940829790116,1,2,1.2,1.9383790608539515,0.3,1,0.45599999999999996,1.2,375
375,-0.1,0.1,0.44929522991068405,1,2,1.2,2.98141809787046,0.3,1,0.45599999999999996,1.2,376
376,-0.1,0.1,0.4196613180824284,0,2,1.2,2.109141178461016,0.3,1,0.439,1.2,377
377,-0.1,0.1,0.4358073718027323,1,2,1.2,2.94765459814759,0.3,1,0.607,1.2,378
378,-0.1,0.1,0.4942538899869811,1,2,1.2,1.6405684716673543,0.3,1,0.665,1.2,379
379,-0.1,0.1,0.43132206369378046,1,2,1.2,2.277974128497268,0.3,1,0.861,1.2,380
380,-0.1,0.1,0.4606067041641512,1,2,1.2,3.1710734324485097,0.3,1,0.429,1.2,381
381,-0.1,0.1,0.518724738672386,1,2,1.2,1.3374719152128396,0.3,1,0.367,1.2,382
382,-0.1,0.1,0.4828148082230483,1,2,1.2,1.1651810549018464,0.3,1,0.607,1.2,383
383,-0.1,0.1,0.40823300645277155,1,2,1.2,0.2025037558316194,0.3,1,1.199,1.2,384
384,-0.1,0.1,0.42455758905340873,0,2,1.2,-0.04108325909812338,0.3,1,1.076,1.2,385
385,-0.1,0.1,0.4882661744825715,1,2,1.2,3.434460904523501,0.3,1,0.412,1.2,386
386,-0.1,0.1,0.475736456600746,1,2,1.2,2.15162970846745,0.3,1,0.5569999999999999,1.2,387
387,-0.1,0.1,0.4349767566526612,1,2,1.2,3.345195042641289,0.3,1,0.627,1.2,388
388,-0.1,0.1,0.446091969671056,0,2,1.2,-0.26782818755956805,0.3,1,0.504,1.2,389
389,-0.1,0.1,0.40656326737611836,1,2,1.2,0.4048012077505432,0.3,1,0.494,1.2,390
390,-0.1,0.1,0.4268404571964118,0,2,1.2,-0.465482801675563,0.3,1,0.46299999999999997,1.2,391
391,-0.1,0.1,0.47468707402786176,1,2,1.2,2.696278765529952,0.3,1,0.45599999999999996,1.2,392
392,-0.1,0.1,0.44598257778307804,0,2,1.2,1.0645586315546303,0.3,1,1.209,1.2,393
393,-0.1,0.1,0.4721092651245073,1,2,1.2,3.407109763656724,0.3,1,0.622,1.2,394
394,-0.1,0.1,0.3946869409930519,1,2,1.2,-0.3567573794901775,0.3,1,0.5640000000000001,1.2,395
395,-0.1,0.1,0.43363024919082194,0,2,1.2,1.2201794965797532,0.3,1,0.386,1.2,396
396,-0.1,0.1,0.5307616238410579,0,2,1.2,0.9944257163222174,0.3,1,0.7130000000000001,1.2,397
397,-0.1,0.1,0.4832274434484898,1,2,1.2,2.7675504415650147,0.3,1,0.8260000000000001,1.2,398
398,-0.1,0.1,0.5302847612600414,1,2,1.2,2.5069991969692276,0.3,1,1.7950000000000002,1.2,399
399,-0.1,0.1,0.396999537385094,1,2,1.2,2.207057867579999,0.3,1,0.8540000000000001,1.2,400
400,-0.1,0.1,0.5137663384415196,0,2,1.2,2.809552112623725,0.3,1,0.532,1.2,401
401,-0.1,0.1,0.39647843727519094,1,2,1.2,0.6822452443957443,0.3,1,0.729,1.2,402
402,-0.1,0.1,0.4204325589754625,1,2,1.2,0.6056078675287488,0.3,1,0.381,1.2,403
403,-0.1,0.1,0.4353050950478732,0,2,1.2,1.3006094516735103,0.3,1,0.748,1.2,404
404,-0.1,0.1,0.5075462338295632,1,2,1.2,1.4957874144261951,0.3,1,0.815,1.2,405
405,-0.1,0.1,0.47678934933644324,0,2,1.2,0.6134418421222054,0.3,1,0.7,1.2,406
406,-0.1,0.1,0.4520989001157144,0,2,1.2,2.7054049771610877,0.3,1,0.363,1.2,407
407,-0.1,0.1,0.5204691693822109,1,2,1.2,2.649833889729762,0.3,1,0.429,1.2,408
408,-0.1,0.1,0.4795714692131535,1,2,1.2,2.3555098606058085,0.3,1,0.41,1.2,409
409,-0.1,0.1,0.4972262473218218,1,2,1.2,-0.03566993381469441,0.3,1,0.35,1.2,410
410,-0.1,0.1,0.4980136878734853,0,2,1.2,1.0877957757262435,0.3,1,0.9910000000000001,1.2,411
411,-0.1,0.1,0.45053291831100833,0,2,1.2,1.67124027646515,0.3,1,0.539,1.2,412
412,-0.1,0.1,0.4532198709798116,1,2,1.2,1.5484026245896965,0.3,1,0.44999999999999996,1.2,413
413,-0.1,0.1,0.5190366236427545,1,2,1.2,2.154424566938245,0.3,1,0.388,1.2,414
414,-0.1,0.1,0.3777827927689966,1,2,1.2,2.712586140035217,0.3,1,0.777,1.2,415
415,-0.1,0.1,0.4265137544945699,1,2,1.2,1.9960414336591081,0.3,1,0.825,1.2,416
416,-0.1,0.1,0.48384967833223613,1,2,1.2,3.479380977837234,0.3,1,0.412,1.2,417
417,-0.1,0.1,0.4342249177192266,1,2,1.2,2.6271633797981604,0.3,1,0.579,1.2,418
418,-0.1,0.1,0.45210727028805636,1,2,1.2,2.235875723032145,0.3,1,0.392,1.2,419
419,-0.1,0.1,0.4466002747098904,0,2,1.2,1.2876613520724924,0.3,1,0.533,1.2,420
420,-0.1,0.1,0.3868730329432565,1,2,1.2,2.769189251232158,0.3,1,0.397,1.2,421
421,-0.1,0.1,0.4857152598332367,1,2,1.2,4.048503581497714,0.3,1,0.394,1.2,422
422,-0.1,0.1,0.45837275239965347,1,2,1.2,2.962063284273416,0.3,1,0.45299999999999996,1.2,423
423,-0.1,0.1,0.5396190905990346,1,2,1.2,1.3015580072878405,0.3,1,1.078,1.2,424
424,-0.1,0.1,0.5008847659699255,1,2,1.2,1.7565368836588307,0.3,1,0.435,1.2,425
425,-0.1,0.1,0.4064073704018028,1,2,1.2,1.158175840505523,0.3,1,0.638,1.2,426
426,-0.1,0.1,0.4016081045965888,1,2,1.2,1.7659631950915387,0.3,1,0.52,1.2,427
427,-0.1,0.1,0.49070494612752913,1,2,1.2,2.407125850792818,0.3,1,0.352,1.2,428
428,-0.1,0.1,0.5055860941905042,0,2,1.2,1.008141094055483,0.3,1,0.573,1.2,429
429,-0.1,0.1,0.4233159944509518,1,2,1.2,1.6872505341656134,0.3,1,0.515,1.2,430
430,-0.1,0.1,0.5326331921042118,0,2,1.2,0.7375920160457117,0.3,1,0.639,1.2,431
431,-0.1,0.1,0.39038835557728,1,2,1.2,1.7858574400878,0.3,1,0.753,1.2,432
432,-0.1,0.1,0.5042861081027631,1,2,1.2,3.1429289022384337,0.3,1,0.45099999999999996,1.2,433
433,-0.1,0.1,0.41259755782445057,1,2,1.2,1.7943312814013979,0.3,1,0.665,1.2,434
434,-0.1,0.1,0.4184125479270011,1,2,1.2,1.9259439171500878,0.3,1,0.577,1.2,435
435,-0.1,0.1,0.4870465630440663,1,2,1.2,3.373829256941336,0.3,1,0.5529999999999999,1.2,436
436,-0.1,0.1,0.49718132111976515,1,2,1.2,1.8830434307542336,0.3,1,0.506,1.2,437
437,-0.1,0.1,0.4627550426833415,1,2,1.2,1.0186860972827758,0.3,1,0.494,1.2,438
438,-0.1,0.1,0.42455176946548073,0,2,1.2,0.2947042564810054,0.3,1,0.687,1.2,439
439,-0.1,0.1,0.46915978741934133,1,2,1.2,3.5712096785329184,0.3,1,0.575,1.2,440
440,-0.1,0.1,0.4306366133151981,0,2,1.2,1.3557463760942805,0.3,1,0.437,1.2,441
441,-0.1,0.1,0.40983025758719127,1,2,1.2,3.77578706451223,0.3,1,0.45799999999999996,1.2,442
442,-0.1,0.1,0.4897822039058927,0,2,1.2,-0.32231759860879183,0.3,1,0.529,1.2,443
443,-0.1,0.1,0.45747379938699984,1,2,1.2,0.0324866583666219,0.3,1,1.211,1.2,444
444,-0.1,0.1,0.4040530705669716,1,2,1.2,1.8682672259569877,0.3,1,0.849,1.2,445
445,-0.1,0.1,0.46079662463287835,1,2,1.2,4.38247771627908,0.3,1,0.364,1.2,446
446,-0.1,0.1,0.46101430146159084,0,2,1.2,0.32428326181622125,0.3,1,0.506,1.2,447
447,-0.1,0.1,0.5013315541808699,1,2,1.2,2.631870699430194,0.3,1,0.386,1.2,448
448,-0.1,0.1,0.4864087404573685,1,2,1.2,1.9872455921649703,0.3,1,0.9099999999999999,1.2,449
449,-0.1,0.1,0.4568566219325646,1,2,1.2,3.9392458303345723,0.3,1,0.442,1.2,450
450,-0.1,0.1,0.4457915941943827,1,2,1.2,3.093663975418748,0.3,1,0.433,1.2,451
451,-0.1,0.1,0.4626850138522657,1,2,1.2,2.774016212254013,0.3,1,0.532,1.2,452
452,-0.1,0.1,0.4429152332926544,0,2,1.2,0.46463172151523247,0.3,1,0.659,1.2,453
453,-0.1,0.1,0.48536383379443143,1,2,1.2,1.7580429149601982,0.3,1,0.8640000000000001,1.2,454
454,-0.1,0.1,0.5115821325871835,1,2,1.2,0.787921694213797,0.3,1,0.766,1.2,455
455,-0.1,0.1,0.4567929374204028,0,2,1.2,1.5735217101803534,0.3,1,0.503,1.2,456
456,-0.1,0.1,0.45214149130724485,1,2,1.2,4.936503990631614,0.3,1,0.437,1.2,457
457,-0.1,0.1,0.48828760920313913,1,2,1.2,2.6827907297579445,0.3,1,0.567,1.2,458
458,-0.1,0.1,0.49504926770724894,0,2,1.2,1.6432623989296533,0.3,1,0.365,1.2,459
459,-0.1,0.1,0.4492077724578742,0,2,1.2,0.9970368822288145,0.3,1,0.8779999999999999,1.2,460
460,-0.1,0.1,0.47911357515204805,1,2,1.2,0.5444622401127344,0.3,1,0.76,1.2,461
461,-0.1,0.1,0.5693641250004278,0,2,1.2,-2.479320204171679,0.3,1,0.46199999999999997,1.2,462
462,-0.1,0.1,0.4699303844306727,1,2,1.2,3.026200846389014,0.3,1,0.379,1.2,463
463,-0.1,0.1,0.41567523268133433,1,2,1.2,3.3810976213036907,0.3,1,0.594,1.2,464
464,-0.1,0.1,0.39802963451770523,0,2,1.2,2.6068941881518612,0.3,1,0.426,1.2,465
465,-0.1,0.1,0.43319095319264994,1,2,1.2,2.971477728154811,0.3,1,0.45799999999999996,1.2,466
466,-0.1,0.1,0.4715249130789384,1,2,1.2,2.6451577795776418,0.3,1,0.45599999999999996,1.2,467
467,-0.1,0.1,0.45158078833608756,1,2,1.2,2.619107747749873,0.3,1,0.6930000000000001,1.2,468
468,-0.1,0.1,0.4643425480857361,0,2,1.2,0.9344371962584841,0.3,1,0.577,1.2,469
469,-0.1,0.1,0.46702838873077157,1,2,1.2,1.857594819088329,0.3,1,0.414,1.2,470
470,-0.1,0.1,0.45600803993363653,1,2,1.2,2.716947644883076,0.3,1,0.598,1.2,471
471,-0.1,0.1,0.5031730861903181,1,2,1.2,3.0603216672703217,0.3,1,0.39,1.2,472
472,-0.1,0.1,0.47116477265104395,1,2,1.2,2.030080394076974,0.3,1,0.759,1.2,473
473,-0.1,0.1,0.44878346624355725,0,2,1.2,-0.018945982090803337,0.3,1,0.9019999999999999,1.2,474
474,-0.1,0.1,0.5067215576080064,1,2,1.2,1.5690514964843303,0.3,1,0.759,1.2,475
475,-0.1,0.1,0.4683214331583177,1,2,1.2,2.7999951546990633,0.3,1,0.385,1.2,476
476,-0.1,0.1,0.5151022864225615,1,2,1.2,2.2534210596011963,0.3,1,0.351,1.2,477
477,-0.1,0.1,0.4651351962515803,1,2,1.2,2.459357202474212,0.3,1,0.735,1.2,478
478,-0.1,0.1,0.43357322095143813,1,2,1.2,3.658545645700354,0.3,1,0.515,1.2,479
479,-0.1,0.1,0.4272644277550922,0,2,1.2,2.203968340285497,0.3,1,0.5,1.2,480
480,-0.1,0.1,0.5329122855479472,1,2,1.2,2.861910945261262,0.3,1,0.426,1.2,481
481,-0.1,0.1,0.4859077739704906,1,2,1.2,2.650794811482303,0.3,1,0.556,1.2,482
482,-0.1,0.1,0.46152115343697814,1,2,1.2,2.1377828885197823,0.3,1,0.8799999999999999,1.2,483
483,-0.1,0.1,0.49105372414731996,1,2,1.2,1.9255463886280635,0.3,1,0.507,1.2,484
484,-0.1,0.1,0.4362636111600518,1,2,1.2,2.4511846981834466,0.3,1,0.839,1.2,485
485,-0.1,0.1,0.38492544110684035,0,2,1.2,-0.14240873998018433,0.3,1,1.344,1.2,486
486,-0.1,0.1,0.48465936376682733,1,2,1.2,2.3594788167265994,0.3,1,0.414,1.2,487
487,-0.1,0.1,0.3958955106182952,1,2,1.2,2.980385552468163,0.3,1,0.7829999999999999,1.2,488
488,-0.1,0.1,0.5279940164941458,1,2,1.2,0.7040736002816497,0.3,1,0.45199999999999996,1.2,489
489,-0.1,0.1,0.43219737905818234,1,2,1.2,4.370778172791693,0.3,1,0.42,1.2,490
490,-0.1,0.1,0.42810980206943083,1,2,1.2,1.432645384771261,0.3,1,0.46299999999999997,1.2,491
491,-0.1,0.1,0.4184386047722329,1,2,1.2,4.841532948631252,0.3,1,0.5549999999999999,1.2,492
492,-0.1,0.1,0.39722173945944866,1,2,1.2,0.541424397025015,0.3,1,0.9019999999999999,1.2,493
493,-0.1,0.1,0.4411228990164194,0,2,1.2,-0.05870647774793403,0.3,1,0.637,1.2,494
494,-0.1,0.1,0.4053089770511828,1,2,1.2,2.457145725094181,0.3,1,0.415,1.2,495
495,-0.1,0.1,0.5450506659138359,1,2,1.2,3.099276261842495,0.3,1,0.881,1.2,496
496,-0.1,0.1,0.45266825107273523,1,2,1.2,2.3533075204527463,0.3,1,0.489,1.2,497
497,-0.1,0.1,0.4622248172200669,1,2,1.2,2.5529338755337454,0.3,1,0.48,1.2,498
498,-0.1,0.1,0.48896093453057915,1,2,1.2,2.4724341522347397,0.3,1,0.414,1.2,499
499,-0.1,0.1,0.48267974436622463,1,2,1.2,3.0160624624226307,0.3,1,0.398,1.2,500
500,-0.1,0.1,0.4553333913164546,1,2,1.2,3.15038430215234,0.3,1,0.522,1.2,501
501,-0.1,0.1,0.46574635193129404,1,2,1.2,3.7527058460115548,0.3,1,0.368,1.2,502
502,-0.1,0.1,0.4245816035578259,0,2,1.2,0.27330450067914147,0.3,1,0.353,1.2,503
503,-0.1,0.1,0.4389562826832017,1,2,1.2,2.726561003497803,0.3,1,0.399,1.2,504
504,-0.1,0.1,0.4309344963774078,1,2,1.2,1.3175467953707374,0.3,1,0.6,1.2,505
505,-0.1,0.1,0.43327224137913944,1,2,1.2,2.465599522670799,0.3,1,0.408,1.2,506
506,-0.1,0.1,0.5136367716465278,0,2,1.2,0.1267500405762525,0.3,1,0.8029999999999999,1.2,507
507,-0.1,0.1,0.480308808221502,1,2,1.2,1.8152258839077815,0.3,1,0.71,1.2,508
508,-0.1,0.1,0.5207369668511388,1,2,1.2,1.8492116702697066,0.3,1,0.352,1.2,509
509,-0.1,0.1,0.473172315308023,1,2,1.2,1.5387799189609794,0.3,1,0.5840000000000001,1.2,510
510,-0.1,0.1,0.49235832462381157,1,2,1.2,1.4974925078179417,0.3,1,0.59,1.2,511
511,-0.1,0.1,0.4207354747830503,1,2,1.2,1.4695475771839077,0.3,1,0.518,1.2,512
512,-0.1,0.1,0.48800765995304135,1,2,1.2,1.9576524674026823,0.3,1,1.275,1.2,513
513,-0.1,0.1,0.4505118660910229,1,2,1.2,1.9911790163483072,0.3,1,0.484,1.2,514
514,-0.1,0.1,0.48697735226481853,1,2,1.2,3.3921211152031523,0.3,1,0.45199999999999996,1.2,515
515,-0.1,0.1,0.4382222152056533,1,2,1.2,1.6092261206083018,0.3,1,0.612,1.2,516
516,-0.1,0.1,0.4376446428377063,1,2,1.2,2.262945567694376,0.3,1,0.431,1.2,517
517,-0.1,0.1,0.46012032992582536,1,2,1.2,5.4373700383958,0.3,1,0.364,1.2,518
